item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM_100059,ORD_20039,PROD_547,2,20.21,0.0
ITEM_100060,ORD_20040,PROD_515,2,189.61,0.0
ITEM_100061,ORD_20041,PROD_539,1,250.31,0.0
ITEM_100062,ORD_20042,PROD_574,1,250.97,0.0
ITEM_100063,ORD_20043,PROD_517,1,232.38,0.0
ITEM_100064,ORD_20044,PROD_517,1,232.38,23.24
ITEM_100065,ORD_20044,PROD_535,1,36.04,3.6
ITEM_100066,ORD_20045,PROD_522,1,209.52,0.0
ITEM_100067,ORD_20046,PROD_515,1,189.61,0.0
ITEM_100068,ORD_20046,PROD_518,1,148.06,0.0
ITEM_100069,ORD_20046,PROD_542,1,140.18,7.01
ITEM_100070,ORD_20047,PROD_501,1,199.67,0.0
ITEM_100071,ORD_20048,PROD_556,1,171.31,0.0
ITEM_100072,ORD_20049,PROD_513,1,126.72,0.0
ITEM_100073,ORD_20049,PROD_564,1,77.5,0.0
ITEM_100074,ORD_20050,PROD_541,2,137.54,41.26
ITEM_100075,ORD_20050,PROD_501,2,199.67,0.0
ITEM_100076,ORD_20051,PROD_560,2,88.9,0.0
ITEM_100077,ORD_20052,PROD_545,1,246.78,0.0
ITEM_100078,ORD_20053,PROD_510,1,220.56,0.0
ITEM_100079,ORD_20054,PROD_516,2,91.12,9.11
ITEM_100080,ORD_20055,PROD_565,2,16.38,0.0
ITEM_100081,ORD_20055,PROD_576,1,75.48,0.0
ITEM_100082,ORD_20056,PROD_539,2,250.31,25.03
ITEM_100083,ORD_20057,PROD_568,1,116.17,0.0
ITEM_100084,ORD_20058,PROD_501,1,199.67,0.0
ITEM_100085,ORD_20059,PROD_516,1,91.12,0.0
ITEM_100086,ORD_20060,PROD_504,1,130.74,13.07
ITEM_100087,ORD_20060,PROD_535,1,36.04,0.0
ITEM_100088,ORD_20061,PROD_518,1,148.06,0.0
ITEM_100089,ORD_20062,PROD_527,3,218.49,0.0
ITEM_100090,ORD_20063,PROD_566,1,250.95,0.0
ITEM_100091,ORD_20063,PROD_521,1,141.39,0.0
ITEM_100092,ORD_20064,PROD_516,1,91.12,0.0
ITEM_100093,ORD_20065,PROD_514,2,255.83,0.0
ITEM_100094,ORD_20065,PROD_534,2,46.48,0.0
ITEM_100095,ORD_20066,PROD_563,1,317.9,0.0
ITEM_100096,ORD_20067,PROD_554,1,309.23,0.0
ITEM_100097,ORD_20068,PROD_513,1,126.72,6.34
ITEM_100098,ORD_20069,PROD_510,1,220.56,0.0
ITEM_100099,ORD_20070,PROD_519,1,236.9,0.0
ITEM_100100,ORD_20071,PROD_577,2,71.78,7.18
ITEM_100101,ORD_20072,PROD_545,1,246.78,12.34
ITEM_100102,ORD_20072,PROD_530,2,142.79,0.0
ITEM_100103,ORD_20072,PROD_565,1,16.38,0.0
ITEM_100104,ORD_20073,PROD_566,1,250.95,0.0
ITEM_100105,ORD_20074,PROD_507,2,16.01,0.0
ITEM_100106,ORD_20074,PROD_558,1,152.68,0.0
ITEM_100107,ORD_20074,PROD_569,3,274.5,0.0
ITEM_100108,ORD_20075,PROD_575,1,175.82,0.0
ITEM_100109,ORD_20075,PROD_546,1,209.69,0.0
ITEM_100110,ORD_20076,PROD_518,2,148.06,44.42
ITEM_100111,ORD_20077,PROD_512,1,151.42,0.0
ITEM_100112,ORD_20078,PROD_547,1,20.21,0.0
ITEM_100113,ORD_20078,PROD_519,1,236.9,35.53
ITEM_100114,ORD_20078,PROD_531,3,242.35,0.0
ITEM_100115,ORD_20079,PROD_524,1,116.66,0.0
ITEM_100116,ORD_20079,PROD_513,1,126.72,0.0
ITEM_100117,ORD_20080,PROD_536,1,242.17,0.0
ITEM_100118,ORD_20080,PROD_562,1,225.46,0.0
ITEM_100119,ORD_20080,PROD_553,2,123.16,24.63
ITEM_100120,ORD_20080,PROD_534,2,46.48,0.0
ITEM_100121,ORD_20081,PROD_509,1,213.9,0.0
ITEM_100122,ORD_20082,PROD_511,3,295.08,0.0
ITEM_100123,ORD_20083,PROD_554,2,309.23,0.0
ITEM_100124,ORD_20084,PROD_531,1,242.35,0.0
ITEM_100125,ORD_20084,PROD_548,2,54.38,0.0
ITEM_100126,ORD_20085,PROD_537,1,145.12,21.77
ITEM_100127,ORD_20086,PROD_553,1,123.16,0.0
ITEM_100128,ORD_20087,PROD_533,3,161.57,0.0
ITEM_100129,ORD_20088,PROD_566,1,250.95,0.0
ITEM_100130,ORD_20089,PROD_529,1,24.28,0.0
ITEM_100131,ORD_20089,PROD_520,2,74.25,7.43
ITEM_100132,ORD_20089,PROD_517,1,232.38,0.0
ITEM_100133,ORD_20090,PROD_521,1,141.39,0.0
ITEM_100134,ORD_20091,PROD_567,1,103.84,0.0
ITEM_100135,ORD_20091,PROD_557,3,170.75,0.0
ITEM_100136,ORD_20092,PROD_578,1,165.8,16.58
ITEM_100137,ORD_20093,PROD_567,2,103.84,0.0
ITEM_100138,ORD_20094,PROD_503,1,157.89,15.79
ITEM_100139,ORD_20095,PROD_578,1,165.8,0.0
ITEM_100140,ORD_20096,PROD_510,1,220.56,0.0
ITEM_100141,ORD_20096,PROD_571,1,211.74,0.0
ITEM_100142,ORD_20097,PROD_553,1,123.16,0.0
ITEM_100143,ORD_20097,PROD_528,1,17.95,0.9
ITEM_100144,ORD_20097,PROD_501,1,199.67,9.98
ITEM_100145,ORD_20098,PROD_503,1,157.89,0.0
ITEM_100146,ORD_20098,PROD_505,2,64.22,12.84
ITEM_100147,ORD_20099,PROD_558,1,152.68,0.0
ITEM_100148,ORD_20100,PROD_514,1,255.83,12.79
ITEM_100149,ORD_20100,PROD_552,1,157.7,0.0
ITEM_100150,ORD_20101,PROD_561,2,375.16,37.52
ITEM_100151,ORD_20101,PROD_538,1,153.61,0.0
ITEM_100152,ORD_20101,PROD_528,1,17.95,0.0
ITEM_100153,ORD_20101,PROD_564,1,77.5,0.0
ITEM_100154,ORD_20102,PROD_545,1,246.78,0.0
ITEM_100155,ORD_20103,PROD_577,1,71.78,0.0
ITEM_100156,ORD_20103,PROD_509,1,213.9,0.0
ITEM_100157,ORD_20104,PROD_568,1,116.17,0.0
ITEM_100158,ORD_20104,PROD_528,1,17.95,1.79
ITEM_100159,ORD_20105,PROD_541,1,137.54,0.0
ITEM_100160,ORD_20105,PROD_524,1,116.66,0.0
ITEM_100161,ORD_20106,PROD_572,1,144.07,0.0
ITEM_100162,ORD_20106,PROD_546,1,209.69,20.97
ITEM_100163,ORD_20107,PROD_541,2,137.54,0.0
ITEM_100164,ORD_20107,PROD_572,2,144.07,0.0
ITEM_100165,ORD_20108,PROD_574,1,250.97,0.0
ITEM_100166,ORD_20109,PROD_554,1,309.23,0.0
ITEM_100167,ORD_20110,PROD_513,1,126.72,12.67
ITEM_100168,ORD_20111,PROD_548,1,54.38,0.0
ITEM_100169,ORD_20112,PROD_567,1,103.84,5.19
ITEM_100170,ORD_20113,PROD_503,1,157.89,0.0
ITEM_100171,ORD_20114,PROD_532,2,272.35,0.0
ITEM_100172,ORD_20115,PROD_549,1,112.15,0.0
ITEM_100173,ORD_20115,PROD_534,1,46.48,4.65
ITEM_100174,ORD_20116,PROD_548,1,54.38,0.0
ITEM_100175,ORD_20117,PROD_521,1,141.39,0.0
ITEM_100176,ORD_20117,PROD_545,1,246.78,24.68
ITEM_100177,ORD_20118,PROD_572,1,144.07,7.2
ITEM_100178,ORD_20119,PROD_502,2,242.11,24.21
ITEM_100179,ORD_20120,PROD_540,1,48.42,0.0
ITEM_100180,ORD_20120,PROD_528,1,17.95,0.0
ITEM_100181,ORD_20120,PROD_553,1,123.16,0.0
ITEM_100182,ORD_20121,PROD_546,1,209.69,0.0
ITEM_100183,ORD_20121,PROD_545,1,246.78,24.68
ITEM_100184,ORD_20122,PROD_533,2,161.57,0.0
ITEM_100185,ORD_20122,PROD_553,1,123.16,0.0
ITEM_100186,ORD_20123,PROD_579,1,221.42,11.07
ITEM_100187,ORD_20124,PROD_537,1,145.12,0.0
ITEM_100188,ORD_20124,PROD_531,3,242.35,36.35
ITEM_100189,ORD_20125,PROD_502,1,242.11,0.0
ITEM_100190,ORD_20125,PROD_532,1,272.35,0.0
ITEM_100191,ORD_20126,PROD_528,1,17.95,1.79
ITEM_100192,ORD_20126,PROD_558,1,152.68,7.63
ITEM_100193,ORD_20127,PROD_568,1,116.17,0.0
ITEM_100194,ORD_20127,PROD_564,1,77.5,0.0
ITEM_100195,ORD_20127,PROD_533,1,161.57,0.0
ITEM_100196,ORD_20128,PROD_563,1,317.9,0.0
ITEM_100197,ORD_20128,PROD_510,1,220.56,0.0
ITEM_100198,ORD_20128,PROD_507,1,16.01,1.6
ITEM_100199,ORD_20129,PROD_510,3,220.56,66.17
ITEM_100200,ORD_20129,PROD_549,1,112.15,0.0
ITEM_100201,ORD_20130,PROD_579,1,221.42,0.0
ITEM_100202,ORD_20131,PROD_544,1,280.84,0.0
ITEM_100203,ORD_20132,PROD_556,1,171.31,0.0
ITEM_100204,ORD_20132,PROD_532,1,272.35,0.0
ITEM_100205,ORD_20132,PROD_510,1,220.56,0.0
ITEM_100206,ORD_20132,PROD_525,1,227.68,0.0
ITEM_100207,ORD_20133,PROD_504,1,130.74,0.0
ITEM_100208,ORD_20134,PROD_570,2,85.34,0.0
ITEM_100209,ORD_20134,PROD_565,1,16.38,0.0
ITEM_100210,ORD_20135,PROD_557,1,170.75,0.0
ITEM_100211,ORD_20136,PROD_552,1,157.7,0.0
ITEM_100212,ORD_20137,PROD_552,1,157.7,7.88
ITEM_100213,ORD_20137,PROD_529,1,24.28,0.0
ITEM_100214,ORD_20138,PROD_539,1,250.31,12.52
ITEM_100215,ORD_20138,PROD_514,1,255.83,0.0
ITEM_100216,ORD_20138,PROD_522,1,209.52,0.0
ITEM_100217,ORD_20138,PROD_546,1,209.69,10.48
ITEM_100218,ORD_20139,PROD_520,2,74.25,7.43
ITEM_100219,ORD_20139,PROD_522,2,209.52,0.0
ITEM_100220,ORD_20140,PROD_516,1,91.12,0.0
ITEM_100221,ORD_20140,PROD_562,1,225.46,22.55
ITEM_100222,ORD_20141,PROD_552,1,157.7,0.0
ITEM_100223,ORD_20142,PROD_560,1,88.9,0.0
ITEM_100224,ORD_20142,PROD_569,1,274.5,27.45
ITEM_100225,ORD_20143,PROD_510,1,220.56,0.0
ITEM_100226,ORD_20144,PROD_564,1,77.5,7.75
ITEM_100227,ORD_20145,PROD_504,1,130.74,0.0
ITEM_100228,ORD_20146,PROD_547,1,20.21,0.0
ITEM_100229,ORD_20146,PROD_548,1,54.38,0.0
ITEM_100230,ORD_20147,PROD_507,2,16.01,0.0
ITEM_100231,ORD_20148,PROD_522,1,209.52,0.0
ITEM_100232,ORD_20149,PROD_501,1,199.67,0.0
ITEM_100233,ORD_20149,PROD_520,1,74.25,0.0
ITEM_100234,ORD_20150,PROD_570,1,85.34,8.53
ITEM_100235,ORD_20150,PROD_515,1,189.61,9.48
ITEM_100236,ORD_20150,PROD_530,1,142.79,0.0
ITEM_100237,ORD_20151,PROD_540,2,48.42,0.0
ITEM_100238,ORD_20151,PROD_553,1,123.16,0.0
ITEM_100239,ORD_20152,PROD_538,1,153.61,0.0
ITEM_100240,ORD_20153,PROD_570,1,85.34,4.27
ITEM_100241,ORD_20153,PROD_515,1,189.61,0.0
ITEM_100242,ORD_20154,PROD_553,1,123.16,0.0
ITEM_100243,ORD_20155,PROD_569,1,274.5,0.0
ITEM_100244,ORD_20156,PROD_575,1,175.82,0.0
ITEM_100245,ORD_20156,PROD_558,1,152.68,7.63
ITEM_100246,ORD_20157,PROD_564,1,77.5,0.0
ITEM_100247,ORD_20158,PROD_527,1,218.49,0.0
ITEM_100248,ORD_20159,PROD_577,1,71.78,0.0
ITEM_100249,ORD_20160,PROD_560,1,88.9,0.0
ITEM_100250,ORD_20161,PROD_559,1,149.13,0.0
ITEM_100251,ORD_20161,PROD_542,2,140.18,28.04
ITEM_100252,ORD_20162,PROD_509,1,213.9,0.0
ITEM_100253,ORD_20162,PROD_559,1,149.13,7.46
ITEM_100254,ORD_20163,PROD_510,2,220.56,0.0
ITEM_100255,ORD_20163,PROD_502,1,242.11,12.11
ITEM_100256,ORD_20163,PROD_547,2,20.21,0.0
ITEM_100257,ORD_20164,PROD_522,1,209.52,20.95
ITEM_100258,ORD_20164,PROD_512,2,151.42,30.28
ITEM_100259,ORD_20164,PROD_521,2,141.39,14.14
ITEM_100260,ORD_20165,PROD_567,2,103.84,0.0
ITEM_100261,ORD_20165,PROD_506,1,240.11,24.01
ITEM_100262,ORD_20166,PROD_542,1,140.18,0.0
ITEM_100263,ORD_20167,PROD_532,1,272.35,0.0
ITEM_100264,ORD_20168,PROD_519,1,236.9,0.0
ITEM_100265,ORD_20168,PROD_515,1,189.61,0.0
ITEM_100266,ORD_20168,PROD_506,1,240.11,0.0
ITEM_100267,ORD_20168,PROD_557,1,170.75,0.0
ITEM_100268,ORD_20169,PROD_564,1,77.5,0.0
ITEM_100269,ORD_20170,PROD_538,1,153.61,0.0
ITEM_100270,ORD_20171,PROD_552,1,157.7,0.0
ITEM_100271,ORD_20171,PROD_555,1,121.11,0.0
ITEM_100272,ORD_20171,PROD_518,1,148.06,0.0
ITEM_100273,ORD_20171,PROD_506,1,240.11,0.0
ITEM_100274,ORD_20172,PROD_548,1,54.38,0.0
ITEM_100275,ORD_20172,PROD_533,1,161.57,16.16
ITEM_100276,ORD_20173,PROD_527,1,218.49,21.85
ITEM_100277,ORD_20173,PROD_560,1,88.9,13.34
ITEM_100278,ORD_20173,PROD_519,1,236.9,11.85
ITEM_100279,ORD_20174,PROD_558,1,152.68,7.63
ITEM_100280,ORD_20175,PROD_531,1,242.35,0.0
ITEM_100281,ORD_20176,PROD_503,2,157.89,31.58
ITEM_100282,ORD_20177,PROD_525,2,227.68,0.0
ITEM_100283,ORD_20178,PROD_533,2,161.57,16.16
ITEM_100284,ORD_20178,PROD_557,1,170.75,8.54
ITEM_100285,ORD_20178,PROD_520,1,74.25,0.0
ITEM_100286,ORD_20179,PROD_536,1,242.17,12.11
ITEM_100287,ORD_20180,PROD_565,1,16.38,0.0
ITEM_100288,ORD_20181,PROD_546,1,209.69,0.0
ITEM_100289,ORD_20182,PROD_542,1,140.18,0.0
ITEM_100290,ORD_20182,PROD_578,1,165.8,8.29
ITEM_100291,ORD_20183,PROD_529,1,24.28,0.0
ITEM_100292,ORD_20183,PROD_557,1,170.75,0.0
ITEM_100293,ORD_20184,PROD_552,1,157.7,0.0
ITEM_100294,ORD_20185,PROD_528,1,17.95,0.0
ITEM_100295,ORD_20185,PROD_553,1,123.16,6.16
ITEM_100296,ORD_20186,PROD_529,1,24.28,1.21
ITEM_100297,ORD_20186,PROD_526,1,212.22,0.0
ITEM_100298,ORD_20186,PROD_514,1,255.83,25.58
ITEM_100299,ORD_20187,PROD_564,1,77.5,0.0
ITEM_100300,ORD_20188,PROD_544,1,280.84,0.0
ITEM_100301,ORD_20189,PROD_572,1,144.07,0.0
ITEM_100302,ORD_20190,PROD_511,3,295.08,44.26
ITEM_100303,ORD_20191,PROD_554,1,309.23,15.46
ITEM_100304,ORD_20192,PROD_566,1,250.95,0.0
ITEM_100305,ORD_20192,PROD_512,1,151.42,0.0
ITEM_100306,ORD_20193,PROD_548,1,54.38,2.72
ITEM_100307,ORD_20194,PROD_567,1,103.84,0.0
ITEM_100308,ORD_20194,PROD_559,1,149.13,0.0
ITEM_100309,ORD_20194,PROD_514,1,255.83,0.0
ITEM_100310,ORD_20195,PROD_545,2,246.78,0.0
ITEM_100311,ORD_20195,PROD_513,1,126.72,0.0
ITEM_100312,ORD_20195,PROD_508,1,312.13,0.0
ITEM_100313,ORD_20195,PROD_565,1,16.38,0.0
ITEM_100314,ORD_20196,PROD_508,1,312.13,0.0
ITEM_100315,ORD_20197,PROD_507,2,16.01,4.8
ITEM_100316,ORD_20198,PROD_537,2,145.12,29.02
ITEM_100317,ORD_20198,PROD_562,1,225.46,0.0
ITEM_100318,ORD_20199,PROD_522,1,209.52,0.0
ITEM_100319,ORD_20200,PROD_568,1,116.17,0.0
ITEM_100320,ORD_20200,PROD_534,1,46.48,0.0
ITEM_100321,ORD_20201,PROD_506,1,240.11,0.0
ITEM_100322,ORD_20202,PROD_549,1,112.15,0.0
ITEM_100323,ORD_20203,PROD_504,2,130.74,0.0
ITEM_100324,ORD_20203,PROD_563,2,317.9,0.0
ITEM_100325,ORD_20204,PROD_543,1,313.64,15.68
ITEM_100326,ORD_20204,PROD_525,1,227.68,0.0
ITEM_100327,ORD_20204,PROD_508,1,312.13,15.61
ITEM_100328,ORD_20204,PROD_507,1,16.01,0.0
ITEM_100329,ORD_20205,PROD_534,1,46.48,0.0
ITEM_100330,ORD_20206,PROD_528,1,17.95,0.0
ITEM_100331,ORD_20206,PROD_543,1,313.64,0.0
ITEM_100332,ORD_20206,PROD_530,1,142.79,0.0
ITEM_100333,ORD_20207,PROD_543,1,313.64,47.05
ITEM_100334,ORD_20208,PROD_534,1,46.48,0.0
ITEM_100335,ORD_20208,PROD_509,1,213.9,0.0
ITEM_100336,ORD_20209,PROD_510,1,220.56,11.03
ITEM_100337,ORD_20210,PROD_571,1,211.74,0.0
ITEM_100338,ORD_20210,PROD_518,1,148.06,0.0
ITEM_100339,ORD_20211,PROD_540,3,48.42,0.0
ITEM_100340,ORD_20211,PROD_566,1,250.95,0.0
ITEM_100341,ORD_20212,PROD_503,3,157.89,0.0
ITEM_100342,ORD_20213,PROD_546,1,209.69,0.0
ITEM_100343,ORD_20213,PROD_579,1,221.42,11.07
ITEM_100344,ORD_20213,PROD_580,1,221.1,0.0
ITEM_100345,ORD_20214,PROD_576,2,75.48,0.0
ITEM_100346,ORD_20214,PROD_555,2,121.11,12.11
ITEM_100347,ORD_20215,PROD_518,1,148.06,0.0
ITEM_100348,ORD_20215,PROD_501,2,199.67,0.0
ITEM_100349,ORD_20216,PROD_539,2,250.31,0.0
ITEM_100350,ORD_20217,PROD_507,1,16.01,0.8
ITEM_100351,ORD_20218,PROD_554,1,309.23,0.0
ITEM_100352,ORD_20218,PROD_536,1,242.17,0.0
ITEM_100353,ORD_20218,PROD_501,1,199.67,19.97
ITEM_100354,ORD_20219,PROD_579,3,221.42,0.0
ITEM_100355,ORD_20220,PROD_502,1,242.11,0.0
ITEM_100356,ORD_20221,PROD_580,2,221.1,22.11
ITEM_100357,ORD_20222,PROD_561,1,375.16,37.52
ITEM_100358,ORD_20222,PROD_575,1,175.82,8.79
ITEM_100359,ORD_20223,PROD_513,2,126.72,0.0
ITEM_100360,ORD_20224,PROD_522,1,209.52,0.0
ITEM_100361,ORD_20224,PROD_515,2,189.61,0.0
ITEM_100362,ORD_20224,PROD_552,1,157.7,7.88
ITEM_100363,ORD_20225,PROD_576,1,75.48,0.0
ITEM_100364,ORD_20225,PROD_544,1,280.84,0.0
ITEM_100365,ORD_20226,PROD_516,1,91.12,0.0
ITEM_100366,ORD_20226,PROD_554,1,309.23,0.0
ITEM_100367,ORD_20227,PROD_540,2,48.42,0.0
ITEM_100368,ORD_20227,PROD_572,1,144.07,0.0
ITEM_100369,ORD_20228,PROD_573,1,121.95,0.0
ITEM_100370,ORD_20228,PROD_558,3,152.68,0.0
ITEM_100371,ORD_20229,PROD_527,1,218.49,0.0
ITEM_100372,ORD_20229,PROD_567,1,103.84,5.19
ITEM_100373,ORD_20229,PROD_542,2,140.18,0.0
ITEM_100374,ORD_20230,PROD_524,1,116.66,5.83
ITEM_100375,ORD_20231,PROD_564,1,77.5,7.75
ITEM_100376,ORD_20232,PROD_580,1,221.1,0.0
ITEM_100377,ORD_20233,PROD_523,1,104.47,0.0
ITEM_100378,ORD_20233,PROD_572,1,144.07,0.0
ITEM_100379,ORD_20233,PROD_529,2,24.28,2.43
ITEM_100380,ORD_20233,PROD_527,2,218.49,0.0
ITEM_100381,ORD_20234,PROD_540,1,48.42,0.0
ITEM_100382,ORD_20234,PROD_545,1,246.78,0.0
ITEM_100383,ORD_20235,PROD_538,3,153.61,0.0
ITEM_100384,ORD_20235,PROD_503,1,157.89,0.0
ITEM_100385,ORD_20236,PROD_573,1,121.95,0.0
ITEM_100386,ORD_20237,PROD_513,1,126.72,0.0
ITEM_100387,ORD_20238,PROD_527,1,218.49,0.0
ITEM_100388,ORD_20239,PROD_571,1,211.74,31.76
ITEM_100389,ORD_20240,PROD_548,1,54.38,0.0
ITEM_100390,ORD_20240,PROD_525,3,227.68,0.0
ITEM_100391,ORD_20240,PROD_575,1,175.82,26.37
ITEM_100392,ORD_20241,PROD_515,1,189.61,0.0
ITEM_100393,ORD_20241,PROD_504,1,130.74,0.0
ITEM_100394,ORD_20242,PROD_576,3,75.48,22.64
ITEM_100395,ORD_20243,PROD_569,1,274.5,0.0
ITEM_100396,ORD_20243,PROD_547,1,20.21,0.0
ITEM_100397,ORD_20244,PROD_502,1,242.11,0.0
ITEM_100398,ORD_20245,PROD_541,3,137.54,0.0
ITEM_100399,ORD_20245,PROD_564,1,77.5,0.0
ITEM_100400,ORD_20246,PROD_565,1,16.38,0.0
ITEM_100401,ORD_20247,PROD_572,1,144.07,0.0
ITEM_100402,ORD_20248,PROD_559,1,149.13,14.91
ITEM_100403,ORD_20249,PROD_565,1,16.38,0.82
ITEM_100404,ORD_20250,PROD_555,1,121.11,0.0
ITEM_100405,ORD_20251,PROD_567,1,103.84,0.0
ITEM_100406,ORD_20251,PROD_558,3,152.68,0.0
ITEM_100407,ORD_20251,PROD_509,1,213.9,0.0
ITEM_100408,ORD_20251,PROD_557,1,170.75,0.0
ITEM_100409,ORD_20252,PROD_572,1,144.07,7.2
ITEM_100410,ORD_20252,PROD_574,1,250.97,12.55
ITEM_100411,ORD_20253,PROD_566,2,250.95,50.19
ITEM_100412,ORD_20254,PROD_576,1,75.48,3.77
ITEM_100413,ORD_20254,PROD_535,1,36.04,0.0
ITEM_100414,ORD_20255,PROD_514,1,255.83,25.58
ITEM_100415,ORD_20256,PROD_543,1,313.64,15.68
ITEM_100416,ORD_20257,PROD_544,1,280.84,0.0
ITEM_100417,ORD_20258,PROD_533,1,161.57,0.0
ITEM_100418,ORD_20258,PROD_566,1,250.95,0.0
ITEM_100419,ORD_20258,PROD_573,2,121.95,0.0
ITEM_100420,ORD_20259,PROD_546,2,209.69,0.0
ITEM_100421,ORD_20260,PROD_546,2,209.69,20.97
ITEM_100422,ORD_20261,PROD_557,1,170.75,0.0
ITEM_100423,ORD_20261,PROD_536,2,242.17,0.0
ITEM_100424,ORD_20262,PROD_522,1,209.52,0.0
ITEM_100425,ORD_20262,PROD_578,1,165.8,8.29
ITEM_100426,ORD_20263,PROD_512,1,151.42,0.0
ITEM_100427,ORD_20264,PROD_517,1,232.38,0.0
ITEM_100428,ORD_20265,PROD_567,1,103.84,0.0
ITEM_100429,ORD_20266,PROD_530,2,142.79,0.0
ITEM_100430,ORD_20267,PROD_513,1,126.72,0.0
ITEM_100431,ORD_20268,PROD_538,1,153.61,0.0
ITEM_100432,ORD_20269,PROD_503,1,157.89,0.0
ITEM_100433,ORD_20270,PROD_528,1,17.95,0.0
ITEM_100434,ORD_20271,PROD_562,1,225.46,11.27
ITEM_100435,ORD_20272,PROD_518,2,148.06,29.61
ITEM_100436,ORD_20272,PROD_546,3,209.69,0.0
ITEM_100437,ORD_20273,PROD_547,1,20.21,0.0
ITEM_100438,ORD_20274,PROD_543,3,313.64,0.0
ITEM_100439,ORD_20274,PROD_501,1,199.67,0.0
ITEM_100440,ORD_20275,PROD_526,1,212.22,10.61
ITEM_100441,ORD_20276,PROD_544,1,280.84,0.0
ITEM_100442,ORD_20276,PROD_511,1,295.08,0.0
ITEM_100443,ORD_20277,PROD_577,1,71.78,0.0
ITEM_100444,ORD_20277,PROD_503,1,157.89,0.0
ITEM_100445,ORD_20278,PROD_542,2,140.18,0.0
ITEM_100446,ORD_20279,PROD_535,1,36.04,1.8
ITEM_100447,ORD_20280,PROD_579,1,221.42,0.0
ITEM_100448,ORD_20280,PROD_560,2,88.9,0.0
ITEM_100449,ORD_20280,PROD_509,1,213.9,0.0
