order_item_id,order_id,product_id,quantity,unit_price,discount_percent
370,224,18,1,44.33,0.05
371,224,14,1,247.01,0.0
372,225,7,3,290.09,0.05
373,226,30,1,431.14,0.0
374,227,14,1,247.01,0.0
375,227,38,1,173.95,0.1
376,227,15,2,159.55,0.0
377,227,21,1,134.9,0.0
378,228,53,1,280.66,0.0
379,228,47,1,359.13,0.1
380,228,24,1,439.98,0.0
381,228,46,3,210.09,0.05
382,229,5,1,441.19,0.0
383,229,47,1,359.13,0.0
384,230,19,2,412.27,0.0
385,230,63,1,394.04,0.0
386,231,52,1,372.88,0.0
387,231,63,3,394.04,0.2
388,232,4,1,188.28,0.05
389,232,39,1,78.78,0.0
390,232,55,1,238.87,0.0
391,233,28,1,324.88,0.05
392,234,34,1,327.63,0.1
393,234,54,1,180.14,0.0
394,234,49,1,399.06,0.2
395,235,6,1,416.95,0.15
396,236,21,1,134.9,0.0
397,236,66,1,46.76,0.0
398,237,42,2,232.44,0.0
399,237,62,1,80.44,0.0
400,237,67,1,239.77,0.0
401,237,59,1,360.15,0.0
402,238,71,1,438.52,0.0
403,239,56,1,448.94,0.2
404,240,65,1,299.72,0.0
405,241,64,1,401.71,0.0
406,242,71,1,438.52,0.0
407,243,71,1,438.52,0.0
408,243,39,1,78.78,0.0
409,243,11,1,71.32,0.15
410,244,10,1,418.35,0.0
411,244,26,1,326.44,0.2
412,244,17,2,396.49,0.1
413,245,12,1,206.84,0.15
414,246,53,1,280.66,0.0
415,246,63,1,394.04,0.0
416,247,12,1,206.84,0.05
417,247,44,1,270.79,0.05
418,248,17,1,396.49,0.0
419,248,8,2,178.2,0.0
420,249,62,1,80.44,0.05
421,250,8,1,178.2,0.0
422,251,6,1,416.95,0.2
423,252,8,1,178.2,0.0
424,252,47,1,359.13,0.05
425,252,11,1,71.32,0.05
426,253,17,1,396.49,0.0
427,254,29,1,259.96,0.0
428,255,32,1,200.98,0.1
429,255,72,2,139.44,0.05
430,256,52,2,372.88,0.0
431,256,25,1,430.21,0.0
432,256,71,1,438.52,0.0
433,257,21,1,134.9,0.0
434,258,4,2,188.28,0.0
435,258,9,2,199.05,0.2
436,259,52,1,372.88,0.05
437,259,3,1,156.81,0.0
438,259,22,1,410.91,0.0
439,260,46,1,210.09,0.0
440,261,59,1,360.15,0.2
441,262,48,1,67.66,0.0
442,262,6,1,416.95,0.0
443,263,39,1,78.78,0.2
444,264,72,1,139.44,0.05
445,265,16,1,230.72,0.0
446,266,47,1,359.13,0.15
447,267,60,1,133.04,0.1
448,267,48,2,67.66,0.0
449,268,21,1,134.9,0.05
450,268,69,2,98.01,0.0
451,269,13,2,288.11,0.05
452,270,34,1,327.63,0.0
453,271,58,3,370.96,0.0
454,272,14,1,247.01,0.0
455,273,15,1,159.55,0.0
456,273,20,1,79.38,0.0
457,274,22,1,410.91,0.05
458,275,47,1,359.13,0.0
459,276,41,1,409.66,0.0
460,277,45,1,70.43,0.0
461,278,63,1,394.04,0.0
462,279,6,1,416.95,0.05
463,279,59,1,360.15,0.0
464,280,49,1,399.06,0.15
465,281,21,1,134.9,0.0
466,282,59,1,360.15,0.05
467,282,48,1,67.66,0.0
468,282,29,1,259.96,0.05
469,283,31,1,109.88,0.1
470,284,30,1,431.14,0.15
471,285,35,1,62.83,0.05
472,286,31,1,109.88,0.05
473,287,37,2,131.27,0.0
474,287,21,2,134.9,0.0
475,288,21,1,134.9,0.1
476,289,37,2,131.27,0.15
477,289,50,1,432.01,0.15
478,290,6,1,416.95,0.15
479,291,5,1,441.19,0.0
480,291,8,1,178.2,0.05
481,291,53,1,280.66,0.1
482,291,14,1,247.01,0.0
483,292,24,1,439.98,0.05
484,293,22,2,410.91,0.0
485,293,49,1,399.06,0.0
486,294,70,1,92.51,0.0
487,294,50,2,432.01,0.0
488,295,37,1,131.27,0.15
489,296,31,1,109.88,0.05
490,297,60,3,133.04,0.1
491,298,30,1,431.14,0.1
492,298,6,1,416.95,0.2
493,299,26,1,326.44,0.0
494,300,48,1,67.66,0.15
495,301,26,1,326.44,0.0
496,301,55,2,238.87,0.0
497,302,26,1,326.44,0.0
498,303,24,1,439.98,0.15
499,304,30,1,431.14,0.0
500,304,66,1,46.76,0.0
501,304,71,1,438.52,0.1
502,304,29,1,259.96,0.0
503,305,62,1,80.44,0.0
504,306,55,1,238.87,0.0
505,306,32,1,200.98,0.0
506,306,57,2,100.82,0.0
507,307,6,1,416.95,0.0
508,308,30,1,431.14,0.05
509,308,51,1,25.91,0.0
510,309,47,2,359.13,0.05
511,310,7,2,290.09,0.05
512,310,5,1,441.19,0.0
513,310,70,2,92.51,0.05
514,311,42,1,232.44,0.05
515,312,12,1,206.84,0.05
516,313,52,1,372.88,0.0
517,314,26,1,326.44,0.15
518,314,41,1,409.66,0.0
519,314,3,1,156.81,0.1
520,315,31,1,109.88,0.05
521,316,67,1,239.77,0.0
522,317,28,1,324.88,0.0
523,318,44,1,270.79,0.0
524,319,58,1,370.96,0.0
525,319,57,1,100.82,0.05
526,319,42,1,232.44,0.0
527,320,61,1,404.71,0.0
528,320,16,1,230.72,0.1
529,321,18,1,44.33,0.05
530,322,62,2,80.44,0.1
531,322,39,1,78.78,0.1
532,322,69,1,98.01,0.15
533,322,49,1,399.06,0.0
534,323,62,1,80.44,0.0
535,324,35,1,62.83,0.0
536,325,70,3,92.51,0.0
537,326,7,3,290.09,0.0
538,327,71,2,438.52,0.0
539,327,8,2,178.2,0.1
540,328,52,1,372.88,0.0
541,329,22,1,410.91,0.0
542,330,32,2,200.98,0.0
543,330,62,1,80.44,0.0
544,331,36,3,95.73,0.15
545,331,43,1,246.42,0.0
546,332,21,2,134.9,0.1
547,333,34,1,327.63,0.0
548,333,70,3,92.51,0.0
549,334,25,1,430.21,0.0
550,335,14,1,247.01,0.0
551,336,24,2,439.98,0.1
552,337,1,1,374.81,0.0
553,338,28,1,324.88,0.05
554,338,24,1,439.98,0.0
555,338,4,2,188.28,0.0
556,338,70,1,92.51,0.0
557,339,71,3,438.52,0.05
558,339,50,1,432.01,0.0
559,340,60,1,133.04,0.05
560,340,50,1,432.01,0.1
561,341,72,1,139.44,0.15
562,342,5,2,441.19,0.0
563,343,61,2,404.71,0.0
564,343,70,1,92.51,0.1
565,344,65,1,299.72,0.1
566,345,40,1,85.38,0.0
567,346,17,1,396.49,0.0
568,347,34,3,327.63,0.1
569,348,50,3,432.01,0.0
570,349,65,2,299.72,0.0
571,350,21,1,134.9,0.0
572,351,5,3,441.19,0.0
573,352,41,3,409.66,0.05
574,353,32,1,200.98,0.05
575,354,31,3,109.88,0.0
576,354,45,1,70.43,0.0
577,355,66,1,46.76,0.15
578,356,3,1,156.81,0.05
579,356,6,1,416.95,0.0
580,357,18,1,44.33,0.0
581,358,72,1,139.44,0.0
582,358,31,1,109.88,0.1
583,359,10,1,418.35,0.2
584,360,3,1,156.81,0.0
585,360,38,3,173.95,0.0
586,360,69,1,98.01,0.05
587,361,49,1,399.06,0.0
588,362,69,1,98.01,0.0
589,362,56,2,448.94,0.05
590,363,60,1,133.04,0.0
591,363,71,1,438.52,0.0
592,364,37,1,131.27,0.0
593,365,45,1,70.43,0.0
594,365,49,1,399.06,0.15
595,366,31,2,109.88,0.1
596,367,43,1,246.42,0.0
597,368,15,1,159.55,0.05
598,368,16,2,230.72,0.0
599,369,51,1,25.91,0.2
600,369,64,1,401.71,0.0
601,370,49,3,399.06,0.0
602,371,56,1,448.94,0.0
603,372,14,1,247.01,0.05
604,372,12,3,206.84,0.0
605,373,54,2,180.14,0.0
606,373,38,2,173.95,0.0
607,373,72,1,139.44,0.15
608,373,37,1,131.27,0.0
609,374,19,1,412.27,0.0
610,374,67,1,239.77,0.0
611,374,71,1,438.52,0.15
612,375,18,2,44.33,0.15
613,376,71,1,438.52,0.0
614,377,38,2,173.95,0.05
615,378,19,1,412.27,0.05
616,378,65,1,299.72,0.0
617,378,16,1,230.72,0.0
618,378,56,1,448.94,0.05
619,379,32,1,200.98,0.0
620,380,34,1,327.63,0.1
621,381,56,2,448.94,0.0
622,381,45,1,70.43,0.0
623,382,39,3,78.78,0.0
624,383,13,1,288.11,0.05
625,384,33,1,233.82,0.0
626,385,55,1,238.87,0.2
627,386,66,1,46.76,0.1
628,386,10,1,418.35,0.0
629,386,4,1,188.28,0.15
630,386,27,1,228.1,0.1
631,387,61,1,404.71,0.0
632,388,37,1,131.27,0.0
633,389,24,3,439.98,0.0
634,390,45,1,70.43,0.05
635,390,15,1,159.55,0.0
636,390,29,1,259.96,0.0
637,391,5,2,441.19,0.15
638,391,17,1,396.49,0.05
639,392,57,1,100.82,0.1
640,393,3,1,156.81,0.0
641,394,6,2,416.95,0.0
642,394,47,1,359.13,0.2
643,395,47,1,359.13,0.05
644,395,68,1,238.62,0.0
645,395,38,1,173.95,0.0
646,395,17,2,396.49,0.15
647,396,27,1,228.1,0.15
648,397,50,1,432.01,0.0
649,398,29,1,259.96,0.0
650,399,25,1,430.21,0.0
651,400,53,1,280.66,0.0
652,401,8,2,178.2,0.0
653,402,32,1,200.98,0.15
654,403,31,1,109.88,0.0
655,403,37,1,131.27,0.05
656,403,46,1,210.09,0.0
657,404,42,2,232.44,0.05
658,404,62,1,80.44,0.0
659,404,70,1,92.51,0.1
660,404,20,1,79.38,0.1
661,405,16,1,230.72,0.0
662,406,8,1,178.2,0.0
663,407,35,1,62.83,0.1
664,408,38,1,173.95,0.15
665,409,57,1,100.82,0.1
666,410,65,1,299.72,0.05
667,410,46,1,210.09,0.0
668,410,19,1,412.27,0.0
669,410,38,2,173.95,0.0
670,411,41,1,409.66,0.0
671,411,47,1,359.13,0.0
672,412,6,1,416.95,0.15
673,413,20,1,79.38,0.0
674,414,56,1,448.94,0.0
675,415,35,1,62.83,0.0
676,416,47,1,359.13,0.0
677,417,18,1,44.33,0.0
678,418,67,1,239.77,0.0
679,419,42,2,232.44,0.0
680,420,45,1,70.43,0.0
681,420,52,3,372.88,0.1
682,420,53,1,280.66,0.0
683,420,23,1,411.01,0.2
684,421,11,1,71.32,0.2
685,421,42,2,232.44,0.0
686,421,18,1,44.33,0.05
687,422,7,1,290.09,0.0
688,422,12,1,206.84,0.0
689,423,59,1,360.15,0.0
690,424,33,1,233.82,0.0
691,424,1,1,374.81,0.0
692,425,52,1,372.88,0.0
693,425,50,1,432.01,0.0
694,426,71,1,438.52,0.0
695,427,18,1,44.33,0.0
696,427,48,3,67.66,0.0
697,428,59,2,360.15,0.0
698,429,70,1,92.51,0.0
699,430,47,2,359.13,0.2
700,430,65,1,299.72,0.1
701,431,61,1,404.71,0.0
702,431,67,1,239.77,0.0
703,432,19,1,412.27,0.2
704,433,24,1,439.98,0.0
705,434,38,1,173.95,0.0
706,435,62,1,80.44,0.0
707,435,2,2,225.21,0.15
708,435,38,1,173.95,0.05
709,435,47,1,359.13,0.0
710,436,1,2,374.81,0.0
711,436,54,3,180.14,0.15
712,436,13,1,288.11,0.0
713,436,53,1,280.66,0.1
714,437,18,2,44.33,0.0
715,438,57,2,100.82,0.0
716,439,4,1,188.28,0.0
717,439,69,1,98.01,0.2
718,439,51,1,25.91,0.05
719,440,63,3,394.04,0.1
720,440,3,1,156.81,0.0
721,440,36,1,95.73,0.0
722,441,19,2,412.27,0.2
723,442,51,1,25.91,0.0
724,442,10,2,418.35,0.0
725,443,68,1,238.62,0.0
726,443,27,1,228.1,0.05
727,443,2,1,225.21,0.1
728,444,41,3,409.66,0.0
729,445,41,1,409.66,0.0
730,446,13,1,288.11,0.0
731,446,56,1,448.94,0.0
732,446,34,1,327.63,0.0
733,447,54,1,180.14,0.0
734,448,49,1,399.06,0.2
735,449,60,2,133.04,0.0
736,449,57,3,100.82,0.0
737,450,37,1,131.27,0.15
738,450,16,1,230.72,0.0
739,451,61,1,404.71,0.05
740,452,49,1,399.06,0.05
741,453,57,2,100.82,0.0
742,453,72,1,139.44,0.1
743,454,31,1,109.88,0.0
744,455,59,1,360.15,0.0
745,456,1,3,374.81,0.0
746,456,41,1,409.66,0.0
747,457,55,1,238.87,0.0
748,458,49,1,399.06,0.05
749,459,48,1,67.66,0.0
750,459,65,1,299.72,0.0
751,460,31,1,109.88,0.0
752,461,45,1,70.43,0.2
753,461,35,1,62.83,0.05
754,462,52,1,372.88,0.05
755,462,39,1,78.78,0.0
756,463,22,1,410.91,0.0
757,464,68,1,238.62,0.0
758,465,10,1,418.35,0.0
759,466,13,1,288.11,0.05
760,466,64,1,401.71,0.0
761,467,30,1,431.14,0.1
762,468,6,1,416.95,0.05
763,468,3,2,156.81,0.0
764,469,29,1,259.96,0.05
765,469,18,1,44.33,0.15
766,470,71,1,438.52,0.1
767,471,24,1,439.98,0.05
768,471,67,1,239.77,0.0
769,472,37,1,131.27,0.0
770,472,24,2,439.98,0.0
771,473,44,1,270.79,0.0
772,473,41,1,409.66,0.0
773,473,45,1,70.43,0.0
774,473,37,1,131.27,0.0
775,474,31,1,109.88,0.1
776,474,58,1,370.96,0.0
777,475,43,1,246.42,0.2
778,476,25,1,430.21,0.0
779,477,27,1,228.1,0.0
780,478,44,1,270.79,0.0
781,478,53,3,280.66,0.0
782,478,55,1,238.87,0.0
783,479,29,1,259.96,0.05
784,480,8,1,178.2,0.2
785,481,68,1,238.62,0.1
786,482,68,1,238.62,0.05
787,482,15,1,159.55,0.0
788,482,32,1,200.98,0.0
789,482,6,2,416.95,0.0
790,483,31,1,109.88,0.0
791,484,21,1,134.9,0.05
792,484,36,1,95.73,0.0
793,485,69,3,98.01,0.0
794,485,33,1,233.82,0.0
795,485,44,3,270.79,0.2
796,485,23,1,411.01,0.0
797,486,7,2,290.09,0.0
798,486,43,1,246.42,0.0
799,486,8,1,178.2,0.0
800,487,12,1,206.84,0.0
801,487,28,1,324.88,0.1
802,487,6,1,416.95,0.0
803,488,66,1,46.76,0.0
804,489,72,1,139.44,0.1
805,490,5,1,441.19,0.05
806,491,65,1,299.72,0.1
807,491,47,1,359.13,0.0
808,492,66,1,46.76,0.0
809,492,33,1,233.82,0.0
810,493,3,1,156.81,0.0
811,494,65,1,299.72,0.1
812,495,7,1,290.09,0.0
813,496,28,1,324.88,0.0
814,496,40,1,85.38,0.0
815,496,57,1,100.82,0.0
816,497,26,1,326.44,0.2
817,498,25,1,430.21,0.0
818,498,66,1,46.76,0.05
819,499,37,1,131.27,0.0
820,500,52,1,372.88,0.0
821,500,9,2,199.05,0.0
822,501,54,1,180.14,0.0
823,502,29,1,259.96,0.0
824,503,44,2,270.79,0.2
825,503,8,1,178.2,0.0
826,504,19,2,412.27,0.0
827,505,3,1,156.81,0.1
828,505,42,1,232.44,0.0
829,506,46,1,210.09,0.0
830,507,30,1,431.14,0.05
831,508,54,1,180.14,0.0
832,509,3,1,156.81,0.15
833,509,43,1,246.42,0.0
834,510,3,2,156.81,0.15
835,511,37,1,131.27,0.0
836,511,20,1,79.38,0.05
837,511,3,1,156.81,0.0
838,512,27,3,228.1,0.05
839,513,44,1,270.79,0.0
840,514,9,1,199.05,0.1
841,515,31,3,109.88,0.0
842,515,26,1,326.44,0.0
843,516,55,1,238.87,0.0
844,516,18,1,44.33,0.1
845,517,49,1,399.06,0.1
846,518,72,1,139.44,0.0
847,519,7,1,290.09,0.1
848,520,17,1,396.49,0.15
849,521,3,1,156.81,0.05
850,521,47,3,359.13,0.15
851,522,29,1,259.96,0.15
852,523,24,1,439.98,0.2
853,523,11,1,71.32,0.1
854,524,49,2,399.06,0.0
855,524,32,1,200.98,0.1
856,525,17,1,396.49,0.0
857,525,27,1,228.1,0.15
858,525,61,1,404.71,0.1
859,525,24,1,439.98,0.05
860,526,40,1,85.38,0.05
861,527,40,1,85.38,0.15
862,528,31,3,109.88,0.0
863,529,50,1,432.01,0.05
864,530,55,2,238.87,0.0
865,531,27,1,228.1,0.0
866,532,25,2,430.21,0.0
867,533,39,3,78.78,0.0
868,534,11,1,71.32,0.0
869,534,56,1,448.94,0.0
870,534,38,1,173.95,0.1
871,535,15,2,159.55,0.0
