order_id,customer_id,order_status,order_timestamp,device_type,shipping_cost
38,1758,returned,2023-09-23 23:38:00,Desktop,0.0
39,2123,completed,2024-04-13 07:32:00,Mobile,5.99
40,2356,completed,2025-01-05 07:33:00,Mobile,5.99
41,977,completed,2023-11-22 04:02:00,Mobile,14.99
42,212,completed,2024-07-28 16:14:00,Mobile,5.99
43,438,completed,2025-04-21 14:11:00,Desktop,0.0
44,404,cancelled,2023-08-31 23:57:00,Desktop,14.99
45,171,returned,2024-08-21 07:28:00,Mobile,9.99
46,1176,returned,2025-06-13 11:22:00,Desktop,0.0
47,1089,processing,2024-03-23 15:51:00,Mobile,0.0
48,2439,completed,2025-07-02 22:31:00,Mobile,0.0
49,1326,completed,2023-10-07 01:28:00,Mobile,0.0
50,580,returned,2025-03-16 12:23:00,Desktop,0.0
51,836,completed,2024-04-08 17:52:00,Mobile,5.99
52,67,cancelled,2023-08-14 00:43:00,Mobile,5.99
53,1842,completed,2023-07-28 05:49:00,Tablet,5.99
54,861,completed,2023-11-21 00:39:00,Desktop,0.0
55,2353,cancelled,2024-09-23 12:03:00,Mobile,5.99
56,868,processing,2025-03-29 20:45:00,Mobile,5.99
57,983,completed,2023-04-10 04:26:00,Desktop,0.0
58,2213,completed,2024-03-16 10:09:00,Mobile,0.0
59,638,processing,2025-01-17 20:47:00,Mobile,0.0
60,1170,completed,2023-10-04 18:25:00,Desktop,0.0
61,1264,completed,2025-02-15 05:08:00,Desktop,0.0
62,2306,completed,2023-11-23 11:47:00,Desktop,0.0
63,1295,completed,2024-07-04 09:18:00,Mobile,0.0
64,2051,completed,2024-02-10 19:24:00,Mobile,5.99
65,1321,completed,2025-03-14 06:00:00,Desktop,0.0
66,304,completed,2025-02-09 23:09:00,Desktop,0.0
67,500,returned,2024-07-13 22:20:00,Desktop,5.99
68,2349,returned,2025-09-15 01:14:00,Mobile,0.0
69,1809,completed,2024-09-05 13:32:00,Mobile,5.99
70,1628,completed,2025-05-15 02:14:00,Tablet,14.99
71,1196,completed,2025-04-26 08:00:00,Mobile,5.99
72,1296,returned,2023-12-19 04:07:00,Desktop,0.0
73,1641,completed,2024-10-25 07:34:00,Desktop,5.99
74,1474,completed,2023-11-28 23:14:00,Desktop,0.0
75,2406,completed,2025-04-24 21:35:00,Mobile,5.99
76,783,returned,2025-07-10 07:40:00,Desktop,0.0
77,610,completed,2025-05-14 17:05:00,Desktop,0.0
78,510,cancelled,2024-12-10 15:35:00,Mobile,5.99
79,1041,completed,2024-06-24 05:17:00,Mobile,5.99
80,1166,completed,2024-06-08 15:55:00,Mobile,0.0
81,2197,returned,2024-02-11 01:30:00,Tablet,0.0
82,2001,cancelled,2023-12-04 22:08:00,Mobile,9.99
83,1489,completed,2024-02-13 20:39:00,Mobile,0.0
84,560,cancelled,2023-06-16 08:33:00,Tablet,9.99
85,1674,completed,2023-07-25 07:17:00,Mobile,5.99
86,2037,cancelled,2024-06-01 13:56:00,Desktop,0.0
87,2105,completed,2024-04-09 03:09:00,Mobile,9.99
88,2032,cancelled,2023-09-09 10:05:00,Desktop,5.99
89,2057,processing,2024-05-17 02:57:00,Mobile,5.99
90,1292,cancelled,2024-03-12 15:24:00,Mobile,0.0
91,458,cancelled,2023-10-17 09:43:00,Desktop,0.0
92,24,completed,2025-02-15 12:50:00,Mobile,5.99
93,1056,returned,2024-10-23 05:16:00,Mobile,14.99
94,290,completed,2023-10-13 03:06:00,Desktop,0.0
95,1977,processing,2024-03-16 19:02:00,Desktop,0.0
96,1623,cancelled,2024-11-05 23:24:00,Desktop,0.0
97,632,completed,2024-09-10 16:16:00,Mobile,0.0
98,454,completed,2023-06-10 14:36:00,Mobile,9.99
99,1666,returned,2024-11-28 21:31:00,Desktop,0.0
100,946,processing,2025-02-10 05:00:00,Desktop,5.99
101,2499,cancelled,2025-02-17 14:57:00,Mobile,5.99
102,2390,completed,2024-12-14 06:41:00,Mobile,14.99
103,1261,processing,2023-12-08 00:22:00,Desktop,5.99
104,1408,cancelled,2025-08-11 16:17:00,Desktop,5.99
105,98,completed,2023-11-05 21:08:00,Desktop,9.99
106,1567,completed,2024-06-19 08:53:00,Desktop,5.99
107,909,cancelled,2023-03-26 07:07:00,Mobile,9.99
108,152,completed,2023-07-03 10:45:00,Desktop,5.99
109,767,completed,2023-10-11 13:50:00,Desktop,5.99
110,1878,cancelled,2025-03-05 17:26:00,Tablet,5.99
111,2041,completed,2023-12-06 12:30:00,Mobile,0.0
112,2149,completed,2025-01-15 06:26:00,Mobile,0.0
113,2445,completed,2024-01-27 16:14:00,Desktop,5.99
114,1864,completed,2023-02-26 13:09:00,Mobile,9.99
115,1978,completed,2024-01-01 19:47:00,Mobile,0.0
116,1868,returned,2024-09-28 15:43:00,Mobile,0.0
117,2379,cancelled,2025-02-20 14:18:00,Mobile,5.99
118,1108,completed,2024-01-13 06:46:00,Mobile,5.99
119,1837,processing,2024-03-13 06:47:00,Mobile,5.99
120,1435,completed,2025-10-02 06:47:00,Mobile,9.99
121,259,completed,2023-06-13 14:20:00,Mobile,0.0
122,1061,processing,2024-04-12 02:41:00,Mobile,5.99
123,816,completed,2024-11-29 22:26:00,Mobile,5.99
124,1339,processing,2023-08-13 23:14:00,Tablet,5.99
125,57,completed,2024-09-21 20:22:00,Tablet,0.0
126,721,completed,2023-08-12 10:43:00,Mobile,0.0
127,1396,completed,2025-06-02 02:39:00,Mobile,5.99
128,2104,cancelled,2024-02-13 11:01:00,Desktop,5.99
129,1791,completed,2024-06-08 03:09:00,Mobile,5.99
130,2294,completed,2025-08-26 10:42:00,Mobile,0.0
131,2132,completed,2024-09-28 20:11:00,Mobile,0.0
132,685,completed,2024-09-25 04:54:00,Mobile,9.99
133,92,cancelled,2025-08-20 01:37:00,Mobile,5.99
134,2461,completed,2023-05-02 06:03:00,Mobile,0.0
135,2423,completed,2023-11-27 20:19:00,Desktop,9.99
136,1385,cancelled,2025-09-18 07:22:00,Mobile,0.0
137,1236,processing,2024-08-03 06:00:00,Mobile,5.99
138,1907,completed,2024-08-26 03:14:00,Mobile,0.0
139,2496,completed,2023-09-26 10:53:00,Mobile,0.0
140,1508,completed,2024-08-16 14:08:00,Desktop,5.99
141,1003,cancelled,2024-04-29 06:14:00,Desktop,9.99
142,1265,returned,2024-09-06 01:34:00,Mobile,5.99
143,1962,processing,2024-05-02 11:53:00,Desktop,5.99
144,1806,completed,2025-06-06 17:28:00,Desktop,5.99
145,659,cancelled,2024-12-17 22:18:00,Mobile,0.0
146,845,cancelled,2023-12-02 23:38:00,Mobile,5.99
147,2194,returned,2024-11-05 08:13:00,Mobile,5.99
148,1202,returned,2023-11-05 08:36:00,Mobile,5.99
149,199,completed,2024-10-22 06:04:00,Mobile,0.0
150,1927,completed,2024-06-04 10:31:00,Desktop,0.0
151,1575,completed,2023-11-14 15:04:00,Mobile,0.0
152,1386,completed,2024-10-12 19:07:00,Mobile,0.0
153,2064,cancelled,2024-06-17 15:47:00,Mobile,5.99
154,13,completed,2023-10-25 20:30:00,Mobile,0.0
155,905,processing,2025-08-31 04:35:00,Mobile,14.99
156,2095,completed,2023-12-11 15:05:00,Mobile,0.0
157,1435,completed,2025-07-29 05:50:00,Desktop,0.0
158,366,returned,2025-01-17 01:03:00,Mobile,5.99
159,713,processing,2023-06-11 15:07:00,Mobile,5.99
160,382,processing,2025-05-19 19:51:00,Mobile,5.99
161,1451,returned,2023-11-17 21:59:00,Desktop,14.99
162,2431,completed,2023-08-24 20:07:00,Desktop,0.0
163,630,cancelled,2024-03-23 00:10:00,Desktop,5.99
164,2374,completed,2024-03-03 05:33:00,Mobile,0.0
165,2496,returned,2023-09-16 03:43:00,Mobile,0.0
166,2374,completed,2024-05-19 19:09:00,Mobile,0.0
167,2415,completed,2025-05-31 19:55:00,Mobile,9.99
168,357,completed,2024-09-30 22:49:00,Desktop,5.99
169,2316,completed,2024-08-29 10:36:00,Desktop,9.99
170,1247,completed,2024-04-18 22:09:00,Mobile,9.99
171,699,returned,2023-09-11 17:37:00,Mobile,5.99
172,196,completed,2024-11-29 14:16:00,Desktop,5.99
173,1057,cancelled,2023-07-28 19:31:00,Mobile,5.99
174,677,completed,2025-06-16 13:17:00,Mobile,5.99
175,2342,completed,2024-01-30 14:54:00,Desktop,5.99
176,1295,completed,2023-11-03 08:31:00,Mobile,14.99
177,2242,completed,2024-08-13 17:16:00,Mobile,0.0
178,1696,cancelled,2025-02-10 08:44:00,Mobile,5.99
179,752,completed,2025-02-07 13:28:00,Mobile,9.99
180,1459,cancelled,2024-06-19 06:03:00,Mobile,9.99
181,2269,completed,2025-03-06 20:20:00,Desktop,5.99
182,1220,completed,2023-10-01 08:39:00,Tablet,0.0
183,2140,returned,2025-01-14 11:57:00,Desktop,0.0
184,59,completed,2023-11-16 22:09:00,Desktop,0.0
185,2451,completed,2024-04-12 22:03:00,Mobile,0.0
186,2429,completed,2024-02-25 04:07:00,Mobile,0.0
187,1281,completed,2024-11-03 03:22:00,Mobile,9.99
188,493,returned,2024-06-22 23:36:00,Mobile,0.0
189,2165,completed,2025-01-06 11:17:00,Mobile,0.0
190,2390,completed,2024-12-31 23:36:00,Mobile,5.99
191,1443,cancelled,2024-03-06 08:02:00,Mobile,0.0
192,2046,completed,2024-09-06 06:22:00,Mobile,9.99
193,1486,returned,2024-09-16 03:03:00,Desktop,14.99
194,538,completed,2023-12-09 08:18:00,Mobile,5.99
195,781,completed,2025-04-23 16:08:00,Desktop,9.99
196,627,completed,2023-08-08 20:12:00,Desktop,14.99
197,725,returned,2024-02-13 09:34:00,Desktop,0.0
198,2052,processing,2025-05-16 10:10:00,Desktop,14.99
199,2206,processing,2025-01-12 23:26:00,Desktop,0.0
200,1250,processing,2025-01-19 06:02:00,Desktop,5.99
201,1165,processing,2024-03-07 16:02:00,Mobile,5.99
202,1790,processing,2024-03-05 15:26:00,Mobile,0.0
203,191,returned,2025-07-21 07:16:00,Tablet,0.0
204,213,completed,2023-09-17 16:10:00,Mobile,0.0
205,311,cancelled,2023-05-01 17:33:00,Mobile,9.99
206,553,returned,2024-03-26 00:29:00,Mobile,0.0
207,861,completed,2023-12-30 02:12:00,Mobile,0.0
208,24,cancelled,2024-11-15 06:05:00,Desktop,9.99
209,989,completed,2023-12-31 19:10:00,Mobile,0.0
210,676,completed,2025-08-13 18:09:00,Mobile,9.99
211,1867,completed,2025-07-15 20:44:00,Desktop,14.99
212,2374,cancelled,2024-02-12 00:07:00,Mobile,0.0
213,241,completed,2025-05-28 05:25:00,Mobile,9.99
214,1421,cancelled,2024-06-05 07:49:00,Tablet,9.99
215,333,completed,2023-10-07 14:17:00,Mobile,9.99
216,896,completed,2025-07-01 11:23:00,Mobile,5.99
217,1487,cancelled,2024-10-15 15:22:00,Mobile,0.0
218,328,completed,2025-03-29 22:45:00,Mobile,9.99
219,23,completed,2024-12-05 08:52:00,Tablet,5.99
220,195,completed,2024-09-29 10:16:00,Mobile,0.0
221,594,processing,2024-10-30 14:57:00,Mobile,0.0
222,479,completed,2024-12-31 20:30:00,Desktop,5.99
223,1376,processing,2024-02-08 04:28:00,Mobile,14.99
224,377,cancelled,2025-07-10 09:35:00,Desktop,0.0
225,1190,completed,2024-05-07 05:58:00,Mobile,5.99
226,2009,cancelled,2024-05-01 17:13:00,Mobile,0.0
227,580,returned,2025-09-08 17:04:00,Desktop,0.0
228,1173,returned,2025-04-25 22:37:00,Mobile,0.0
229,2269,processing,2025-01-17 06:43:00,Desktop,0.0
230,1146,completed,2025-03-23 07:29:00,Mobile,9.99
231,120,completed,2023-05-24 21:08:00,Desktop,14.99
232,1388,completed,2024-08-15 10:23:00,Mobile,5.99
233,1757,completed,2023-12-10 17:15:00,Mobile,9.99
234,307,completed,2023-06-23 14:37:00,Mobile,5.99
235,1546,processing,2024-01-07 04:06:00,Mobile,14.99
236,1421,completed,2024-03-27 10:45:00,Desktop,0.0
237,592,completed,2024-08-24 11:05:00,Tablet,0.0
238,1814,completed,2025-08-22 13:13:00,Desktop,9.99
239,1580,completed,2024-08-17 22:24:00,Mobile,0.0
240,2126,returned,2023-12-25 07:13:00,Desktop,9.99
241,1067,completed,2023-12-15 08:17:00,Mobile,9.99
242,1552,completed,2025-02-17 08:02:00,Desktop,5.99
243,1170,processing,2023-08-23 04:06:00,Mobile,0.0
244,914,processing,2024-04-07 18:56:00,Desktop,0.0
245,662,completed,2023-09-02 12:03:00,Mobile,5.99
246,2446,completed,2024-10-09 10:45:00,Mobile,9.99
247,1599,processing,2024-06-29 03:40:00,Mobile,0.0
248,597,completed,2024-03-21 22:01:00,Desktop,9.99
249,686,returned,2023-12-30 00:26:00,Mobile,0.0
250,2061,returned,2024-03-30 21:39:00,Desktop,5.99
251,1695,returned,2024-01-13 14:53:00,Mobile,9.99
252,244,cancelled,2025-02-15 01:54:00,Mobile,5.99
253,452,processing,2025-01-22 05:42:00,Mobile,0.0
254,1628,returned,2025-03-18 21:18:00,Desktop,9.99
255,2483,completed,2025-01-01 12:51:00,Desktop,0.0
256,1,processing,2025-11-16 06:46:00,Desktop,5.99
257,2487,completed,2024-09-28 15:53:00,Mobile,0.0
258,1390,completed,2024-04-01 18:29:00,Mobile,5.99
259,815,completed,2024-08-03 02:29:00,Mobile,5.99
260,2214,completed,2023-10-24 13:10:00,Desktop,0.0
261,1337,processing,2024-02-22 06:37:00,Mobile,5.99
262,923,cancelled,2024-03-20 18:48:00,Mobile,9.99
263,366,completed,2024-04-12 01:45:00,Desktop,5.99
264,1945,returned,2024-04-30 22:56:00,Desktop,0.0
265,1040,processing,2023-07-24 17:24:00,Mobile,0.0
266,233,processing,2024-08-16 19:05:00,Desktop,14.99
267,1211,completed,2023-10-09 02:18:00,Desktop,5.99
268,1584,completed,2024-11-07 20:21:00,Mobile,5.99
269,1241,completed,2024-04-04 21:26:00,Mobile,5.99
270,769,completed,2025-04-08 08:38:00,Desktop,0.0
271,2274,processing,2024-11-08 17:44:00,Desktop,5.99
272,2014,returned,2024-12-23 22:27:00,Mobile,0.0
273,2068,returned,2025-03-07 17:41:00,Mobile,5.99
274,604,completed,2024-04-30 18:53:00,Desktop,5.99
275,884,processing,2025-01-31 17:51:00,Desktop,14.99
276,2350,completed,2023-06-15 00:37:00,Mobile,0.0
277,920,completed,2024-03-31 10:46:00,Mobile,0.0
278,140,cancelled,2023-02-01 01:05:00,Mobile,0.0
279,327,cancelled,2025-03-04 23:46:00,Desktop,5.99
280,142,cancelled,2023-04-05 03:49:00,Mobile,0.0
281,502,completed,2025-02-19 17:03:00,Tablet,0.0
282,488,completed,2024-07-24 21:46:00,Desktop,9.99
283,2447,cancelled,2024-06-11 14:51:00,Mobile,5.99
284,846,returned,2023-11-11 21:25:00,Mobile,14.99
285,2214,returned,2023-11-27 16:15:00,Mobile,0.0
286,896,completed,2025-10-13 16:44:00,Mobile,0.0
287,2086,cancelled,2024-03-09 11:41:00,Desktop,14.99
288,1582,processing,2024-04-05 17:25:00,Mobile,5.99
289,148,cancelled,2025-06-27 18:51:00,Mobile,0.0
290,1546,completed,2023-12-11 09:13:00,Desktop,5.99
291,1418,completed,2024-06-02 12:17:00,Mobile,0.0
292,74,completed,2024-02-10 05:25:00,Mobile,9.99
293,2429,completed,2024-06-09 08:56:00,Desktop,0.0
294,2067,completed,2024-01-19 06:06:00,Mobile,5.99
295,525,returned,2024-04-23 21:06:00,Desktop,5.99
296,676,returned,2025-04-14 10:23:00,Mobile,9.99
297,180,completed,2024-10-12 08:04:00,Mobile,0.0
298,1148,completed,2023-09-15 13:10:00,Desktop,0.0
299,1822,cancelled,2024-01-31 23:43:00,Mobile,0.0
300,251,returned,2023-07-19 22:52:00,Mobile,0.0
301,1600,completed,2023-11-23 21:18:00,Mobile,5.99
302,1944,completed,2025-04-25 15:41:00,Desktop,0.0
303,837,completed,2025-01-06 07:05:00,Desktop,5.99
304,797,cancelled,2023-10-31 20:25:00,Desktop,9.99
305,2,returned,2024-07-28 20:48:00,Mobile,0.0
306,1720,returned,2024-10-31 15:20:00,Mobile,0.0
307,1744,completed,2024-08-11 19:17:00,Desktop,5.99
308,2147,completed,2023-02-11 05:43:00,Tablet,5.99
309,1902,cancelled,2024-01-20 13:54:00,Mobile,9.99
310,1898,processing,2023-11-13 04:09:00,Desktop,5.99
311,522,processing,2023-07-04 04:16:00,Desktop,0.0
312,1492,completed,2023-08-17 22:30:00,Mobile,9.99
313,1834,returned,2025-06-09 08:54:00,Desktop,5.99
314,10,processing,2024-04-20 13:18:00,Desktop,5.99
315,1535,cancelled,2024-06-14 18:38:00,Desktop,0.0
316,675,completed,2025-09-03 15:57:00,Tablet,5.99
317,672,completed,2024-10-18 12:39:00,Mobile,14.99
318,731,completed,2025-06-23 06:37:00,Mobile,0.0
319,2452,cancelled,2023-12-26 06:55:00,Desktop,9.99
320,672,cancelled,2024-04-03 11:19:00,Mobile,0.0
321,2228,completed,2025-01-10 21:28:00,Mobile,9.99
322,659,completed,2025-01-25 09:43:00,Mobile,5.99
323,377,cancelled,2025-04-26 21:49:00,Mobile,5.99
324,1065,completed,2024-12-07 01:07:00,Mobile,5.99
325,2320,returned,2024-08-28 18:31:00,Desktop,0.0
326,1502,completed,2025-09-06 23:29:00,Mobile,5.99
327,741,completed,2025-02-04 17:34:00,Desktop,9.99
328,1074,cancelled,2024-02-23 02:26:00,Mobile,14.99
329,109,completed,2023-12-13 19:36:00,Desktop,5.99
330,1070,completed,2025-06-16 03:49:00,Desktop,5.99
331,593,completed,2024-01-29 17:19:00,Mobile,5.99
332,875,completed,2024-02-08 19:31:00,Tablet,0.0
333,712,processing,2025-01-22 00:01:00,Mobile,5.99
334,747,cancelled,2023-11-17 12:43:00,Desktop,0.0
335,2445,processing,2024-09-13 07:07:00,Mobile,5.99
336,2235,completed,2023-08-24 11:45:00,Mobile,0.0
337,1392,completed,2024-05-11 05:47:00,Desktop,5.99
338,85,completed,2023-09-28 22:42:00,Desktop,9.99
339,14,returned,2023-12-24 03:14:00,Tablet,0.0
340,735,completed,2024-07-29 10:03:00,Desktop,0.0
341,1829,completed,2024-12-31 19:41:00,Desktop,0.0
342,1255,completed,2024-03-01 11:02:00,Mobile,5.99
343,816,cancelled,2024-03-17 19:59:00,Desktop,5.99
344,1961,cancelled,2025-04-09 08:43:00,Mobile,0.0
345,749,cancelled,2023-07-16 08:01:00,Desktop,5.99
346,419,returned,2024-01-27 05:51:00,Tablet,5.99
347,1021,completed,2023-10-04 07:38:00,Mobile,0.0
348,1524,cancelled,2024-05-22 10:01:00,Desktop,0.0
349,2313,returned,2024-01-07 00:41:00,Desktop,0.0
350,422,completed,2023-10-18 04:26:00,Desktop,5.99
351,170,completed,2024-09-14 01:30:00,Desktop,0.0
352,270,completed,2024-02-16 19:52:00,Mobile,5.99
353,720,processing,2024-11-15 18:22:00,Mobile,0.0
354,605,cancelled,2025-01-17 22:29:00,Desktop,5.99
355,1168,returned,2023-06-26 18:05:00,Mobile,0.0
356,2183,completed,2025-05-26 19:04:00,Desktop,5.99
357,459,returned,2024-06-05 06:21:00,Mobile,0.0
358,497,completed,2023-10-25 01:44:00,Mobile,5.99
359,448,completed,2024-04-07 06:36:00,Desktop,5.99
360,828,cancelled,2024-09-23 01:55:00,Mobile,0.0
361,1546,cancelled,2024-04-01 23:18:00,Mobile,14.99
362,830,returned,2024-10-24 18:00:00,Mobile,0.0
363,555,completed,2025-03-31 17:45:00,Desktop,5.99
364,2349,completed,2025-07-31 14:43:00,Mobile,5.99
365,2271,completed,2025-01-10 00:23:00,Mobile,0.0
366,1078,returned,2024-06-15 09:31:00,Mobile,0.0
367,1141,completed,2024-12-22 06:28:00,Mobile,0.0
368,1024,returned,2025-08-16 17:57:00,Mobile,0.0
369,650,processing,2024-10-27 02:34:00,Mobile,9.99
370,1694,completed,2025-05-02 14:35:00,Mobile,0.0
371,2356,returned,2025-06-16 22:54:00,Mobile,9.99
372,277,processing,2025-02-16 18:37:00,Mobile,0.0
373,773,processing,2024-01-05 12:55:00,Mobile,0.0
374,1338,completed,2025-03-30 00:01:00,Desktop,5.99
375,964,completed,2024-11-24 09:09:00,Desktop,5.99
376,247,completed,2025-07-01 22:55:00,Mobile,0.0
377,1650,cancelled,2025-01-13 14:56:00,Mobile,0.0
378,2366,completed,2025-09-07 17:49:00,Mobile,5.99
379,1769,returned,2025-05-10 08:25:00,Mobile,0.0
380,10,completed,2024-05-24 18:03:00,Mobile,0.0
381,137,processing,2024-01-24 14:35:00,Tablet,9.99
382,2144,completed,2023-12-12 07:32:00,Desktop,5.99
383,607,cancelled,2023-06-26 06:16:00,Desktop,0.0
384,743,completed,2025-03-26 06:40:00,Desktop,5.99
385,494,completed,2024-04-28 18:58:00,Mobile,14.99
386,28,completed,2024-02-09 17:57:00,Mobile,5.99
387,1715,cancelled,2024-09-21 01:32:00,Desktop,0.0
388,1266,completed,2025-01-14 19:57:00,Mobile,0.0
389,588,returned,2024-03-02 02:30:00,Mobile,0.0
390,735,returned,2024-07-21 12:29:00,Desktop,0.0
391,1482,returned,2024-12-18 22:19:00,Mobile,0.0
392,1033,completed,2023-09-08 14:45:00,Mobile,0.0
393,985,returned,2023-06-28 07:42:00,Tablet,9.99
394,235,completed,2023-11-18 13:57:00,Tablet,9.99
395,2377,returned,2024-11-29 15:28:00,Mobile,0.0
396,296,processing,2025-04-05 22:42:00,Mobile,9.99
397,1969,completed,2024-03-22 02:13:00,Mobile,0.0
398,935,completed,2023-12-25 10:55:00,Mobile,9.99
399,159,completed,2024-02-21 18:57:00,Mobile,0.0
400,144,processing,2023-12-14 20:30:00,Mobile,0.0
401,708,cancelled,2024-06-10 21:21:00,Tablet,0.0
402,914,completed,2024-04-19 00:58:00,Mobile,0.0
403,2294,processing,2025-06-16 00:28:00,Mobile,5.99
404,542,completed,2024-09-13 17:22:00,Mobile,5.99
405,2345,processing,2024-05-25 08:22:00,Desktop,0.0
406,226,returned,2024-05-07 02:31:00,Desktop,5.99
407,924,processing,2023-10-10 03:25:00,Desktop,5.99
408,2435,completed,2023-12-13 09:37:00,Mobile,0.0
409,132,processing,2023-10-30 03:23:00,Mobile,5.99
410,786,returned,2024-03-14 14:45:00,Mobile,5.99
411,288,completed,2024-04-28 15:16:00,Tablet,5.99
412,1421,completed,2024-06-30 02:30:00,Mobile,0.0
413,2333,returned,2024-04-11 09:00:00,Mobile,0.0
414,2485,completed,2024-03-16 11:48:00,Desktop,9.99
415,2021,cancelled,2024-01-18 05:44:00,Mobile,0.0
416,1341,completed,2025-06-23 16:59:00,Mobile,5.99
417,2057,completed,2023-12-16 07:24:00,Mobile,0.0
418,720,cancelled,2024-06-13 05:37:00,Desktop,5.99
419,1901,completed,2025-02-18 11:41:00,Desktop,5.99
420,1938,returned,2024-12-30 20:18:00,Mobile,0.0
421,83,returned,2025-07-16 03:26:00,Tablet,9.99
422,2425,completed,2023-09-28 19:52:00,Desktop,9.99
423,2051,returned,2024-01-14 13:35:00,Desktop,5.99
424,1010,cancelled,2025-09-18 18:49:00,Mobile,0.0
425,582,completed,2025-10-17 20:33:00,Mobile,5.99
426,1554,completed,2024-06-28 07:28:00,Desktop,9.99
427,128,cancelled,2024-01-06 20:22:00,Mobile,0.0
428,412,completed,2024-11-15 10:39:00,Mobile,14.99
429,1860,cancelled,2025-02-25 10:16:00,Desktop,0.0
430,1649,completed,2025-04-23 23:57:00,Mobile,0.0
431,614,completed,2024-11-02 07:11:00,Mobile,5.99
432,1769,completed,2024-10-15 21:26:00,Mobile,0.0
433,932,cancelled,2024-04-19 20:01:00,Mobile,0.0
434,1287,completed,2025-04-04 00:59:00,Desktop,0.0
435,1052,completed,2024-06-01 23:04:00,Mobile,0.0
436,1635,processing,2024-01-18 13:04:00,Mobile,9.99
437,632,completed,2024-04-22 06:31:00,Mobile,9.99
438,2010,completed,2024-02-22 13:40:00,Desktop,0.0
439,1606,returned,2025-04-12 22:33:00,Mobile,0.0
440,1663,cancelled,2024-02-03 06:49:00,Mobile,5.99
441,945,completed,2023-08-18 08:06:00,Desktop,0.0
442,1777,completed,2025-08-28 14:41:00,Mobile,5.99
443,1249,cancelled,2024-08-03 09:38:00,Mobile,0.0
444,673,completed,2024-07-30 09:24:00,Tablet,0.0
445,1985,returned,2024-01-25 06:34:00,Mobile,5.99
446,536,completed,2025-01-26 21:17:00,Tablet,5.99
447,2315,completed,2024-12-20 07:20:00,Desktop,9.99
448,905,completed,2025-06-21 00:13:00,Mobile,0.0
449,2390,completed,2025-01-25 12:41:00,Mobile,0.0
450,255,completed,2024-10-07 06:01:00,Mobile,5.99
451,1062,processing,2025-04-30 21:42:00,Mobile,0.0
452,1832,completed,2025-04-16 12:46:00,Mobile,5.99
453,600,completed,2024-11-18 16:59:00,Mobile,0.0
454,1932,processing,2023-12-11 08:32:00,Desktop,5.99
455,237,returned,2024-02-06 23:13:00,Tablet,14.99
456,200,completed,2024-11-06 12:04:00,Mobile,0.0
457,32,completed,2024-07-03 00:56:00,Mobile,0.0
458,246,completed,2024-11-02 18:23:00,Mobile,0.0
459,524,returned,2025-01-08 20:20:00,Desktop,0.0
460,2149,returned,2024-10-16 19:28:00,Tablet,5.99
461,1493,processing,2023-04-09 20:55:00,Desktop,0.0
462,1821,returned,2023-03-18 16:18:00,Mobile,5.99
463,2385,completed,2024-10-27 23:17:00,Mobile,9.99
464,2029,returned,2024-08-28 18:39:00,Mobile,0.0
465,785,processing,2025-02-16 00:17:00,Mobile,9.99
466,1724,completed,2024-01-23 20:31:00,Mobile,5.99
