order_id,customer_id,order_timestamp,order_status,payment_method,shipping_cost
ORD_20051,CUST_1243,2023-06-03 15:00:00,Completed,Credit Card,0.0
ORD_20052,CUST_1115,2024-03-17 04:00:00,Completed,Credit Card,4.4
ORD_20053,CUST_2002,2023-05-17 06:00:00,Completed,E-Wallet (GoPay/OVO),4.23
ORD_20054,CUST_1161,2023-12-01 14:00:00,Completed,QRIS,3.95
ORD_20055,CUST_1498,2023-05-08 12:00:00,Completed,QRIS,0.0
ORD_20056,CUST_1439,2023-07-12 18:00:00,Shipped,Virtual Account Bank Transfer,0.0
ORD_20057,CUST_2133,2023-04-26 20:00:00,Completed,QRIS,0.0
ORD_20058,CUST_1181,2023-07-19 15:00:00,Completed,QRIS,6.9
ORD_20059,CUST_1039,2023-05-13 20:00:00,Completed,Credit Card,3.41
ORD_20060,CUST_1101,2023-09-14 15:00:00,Completed,E-Wallet (GoPay/OVO),8.91
ORD_20061,CUST_1495,2024-03-31 01:00:00,Completed,QRIS,8.42
ORD_20062,CUST_1140,2024-03-23 13:00:00,Completed,Credit Card,0.0
ORD_20063,CUST_1506,2024-06-19 09:00:00,Cancelled,Credit Card,4.06
ORD_20064,CUST_1929,2023-11-28 17:00:00,Completed,Credit Card,6.62
ORD_20065,CUST_2167,2023-05-07 09:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20066,CUST_1754,2023-03-31 11:00:00,Delivered,E-Wallet (GoPay/OVO),8.87
ORD_20067,CUST_1062,2024-02-07 05:00:00,Completed,E-Wallet (GoPay/OVO),4.25
ORD_20068,CUST_1112,2025-05-22 05:00:00,Completed,QRIS,6.91
ORD_20069,CUST_1520,2024-06-10 11:00:00,Completed,E-Wallet (GoPay/OVO),4.74
ORD_20070,CUST_2056,2023-05-09 02:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20071,CUST_1474,2023-03-04 08:00:00,Completed,Credit Card,6.59
ORD_20072,CUST_2165,2023-11-15 02:00:00,Shipped,BNPL,0.0
ORD_20073,CUST_1809,2024-03-14 11:00:00,Shipped,BNPL,0.0
ORD_20074,CUST_1058,2023-11-03 09:00:00,Shipped,Credit Card,0.0
ORD_20075,CUST_2186,2024-07-21 06:00:00,Completed,Virtual Account Bank Transfer,4.45
ORD_20076,CUST_1026,2023-04-13 23:00:00,Completed,E-Wallet (GoPay/OVO),6.37
ORD_20077,CUST_1716,2024-03-09 01:00:00,Completed,QRIS,3.5
ORD_20078,CUST_1616,2023-07-19 11:00:00,Delivered,E-Wallet (GoPay/OVO),0.0
ORD_20079,CUST_1491,2023-10-10 07:00:00,Delivered,Credit Card,3.75
ORD_20080,CUST_1773,2023-09-18 07:00:00,Completed,Virtual Account Bank Transfer,6.61
ORD_20081,CUST_1702,2024-06-03 17:00:00,Completed,Virtual Account Bank Transfer,7.17
ORD_20082,CUST_1229,2024-08-31 14:00:00,Returned,QRIS,0.0
ORD_20083,CUST_2096,2023-12-15 20:00:00,Shipped,BNPL,4.18
ORD_20084,CUST_1673,2023-09-24 00:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20085,CUST_2168,2024-04-29 00:00:00,Completed,Credit Card,6.18
ORD_20086,CUST_1646,2024-08-23 05:00:00,Completed,QRIS,7.18
ORD_20087,CUST_1842,2023-07-26 05:00:00,Shipped,QRIS,5.66
ORD_20088,CUST_2123,2023-08-19 18:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20089,CUST_1601,2023-04-13 08:00:00,Completed,Credit Card,0.0
ORD_20090,CUST_1079,2024-05-23 12:00:00,Cancelled,Virtual Account Bank Transfer,3.31
ORD_20091,CUST_2023,2023-01-14 05:00:00,Completed,E-Wallet (GoPay/OVO),7.15
ORD_20092,CUST_1615,2023-05-12 11:00:00,Completed,QRIS,0.0
ORD_20093,CUST_1965,2024-09-02 17:00:00,Completed,Virtual Account Bank Transfer,2.66
ORD_20094,CUST_1356,2025-02-09 13:00:00,Delivered,E-Wallet (GoPay/OVO),2.77
ORD_20095,CUST_1299,2023-05-13 16:00:00,Cancelled,E-Wallet (GoPay/OVO),0.0
ORD_20096,CUST_1834,2023-09-26 18:00:00,Completed,Credit Card,6.73
ORD_20097,CUST_1833,2023-07-06 21:00:00,Completed,BNPL,0.0
ORD_20098,CUST_1761,2024-01-09 09:00:00,Completed,QRIS,2.74
ORD_20099,CUST_2041,2024-09-10 07:00:00,Completed,QRIS,0.0
ORD_20100,CUST_1962,2023-06-11 21:00:00,Cancelled,BNPL,0.0
ORD_20101,CUST_1267,2024-04-23 16:00:00,Completed,BNPL,4.28
ORD_20102,CUST_1115,2024-05-28 10:00:00,Completed,Credit Card,0.0
ORD_20103,CUST_1539,2024-05-01 06:00:00,Completed,QRIS,0.0
ORD_20104,CUST_1941,2024-09-16 19:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20105,CUST_1928,2023-05-25 08:00:00,Completed,BNPL,3.62
ORD_20106,CUST_1915,2023-05-12 18:00:00,Completed,BNPL,6.3
ORD_20107,CUST_1697,2023-08-10 02:00:00,Completed,Credit Card,3.84
ORD_20108,CUST_1200,2023-10-04 19:00:00,Completed,QRIS,0.0
ORD_20109,CUST_1717,2023-09-03 06:00:00,Cancelled,QRIS,7.47
ORD_20110,CUST_1649,2023-11-13 22:00:00,Completed,E-Wallet (GoPay/OVO),4.81
ORD_20111,CUST_1804,2023-03-24 04:00:00,Completed,Credit Card,8.18
ORD_20112,CUST_1146,2024-04-17 04:00:00,Completed,E-Wallet (GoPay/OVO),3.55
ORD_20113,CUST_1757,2023-05-24 16:00:00,Completed,Credit Card,0.0
ORD_20114,CUST_2003,2023-10-15 13:00:00,Completed,BNPL,7.68
ORD_20115,CUST_1466,2023-04-01 13:00:00,Completed,BNPL,6.32
ORD_20116,CUST_1017,2024-07-22 05:00:00,Shipped,QRIS,4.67
ORD_20117,CUST_1842,2023-08-12 20:00:00,Completed,Credit Card,3.61
ORD_20118,CUST_1592,2024-08-07 02:00:00,Completed,Credit Card,4.82
ORD_20119,CUST_1021,2023-12-17 03:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20120,CUST_1404,2024-01-13 08:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20121,CUST_1103,2024-03-05 00:00:00,Cancelled,BNPL,6.29
ORD_20122,CUST_2050,2023-12-09 21:00:00,Completed,Virtual Account Bank Transfer,5.29
ORD_20123,CUST_1991,2023-08-25 16:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20124,CUST_1496,2023-01-27 21:00:00,Shipped,QRIS,0.0
ORD_20125,CUST_1338,2023-07-24 04:00:00,Completed,QRIS,8.93
ORD_20126,CUST_1086,2024-02-25 20:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20127,CUST_1433,2024-05-29 03:00:00,Shipped,Virtual Account Bank Transfer,0.0
ORD_20128,CUST_1677,2023-06-17 17:00:00,Completed,QRIS,0.0
ORD_20129,CUST_1271,2023-10-09 21:00:00,Cancelled,Virtual Account Bank Transfer,7.71
ORD_20130,CUST_1924,2023-10-30 07:00:00,Delivered,E-Wallet (GoPay/OVO),3.59
ORD_20131,CUST_1118,2023-08-26 08:00:00,Cancelled,BNPL,6.01
ORD_20132,CUST_1935,2023-10-20 10:00:00,Completed,Virtual Account Bank Transfer,7.2
ORD_20133,CUST_1560,2023-10-07 19:00:00,Completed,BNPL,0.0
ORD_20134,CUST_2093,2024-04-15 13:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20135,CUST_1101,2023-11-29 17:00:00,Completed,Virtual Account Bank Transfer,2.85
ORD_20136,CUST_2119,2023-08-20 21:00:00,Completed,E-Wallet (GoPay/OVO),6.22
ORD_20137,CUST_1770,2023-08-21 16:00:00,Completed,QRIS,0.0
ORD_20138,CUST_2182,2024-05-01 13:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20139,CUST_1850,2023-09-11 23:00:00,Completed,Virtual Account Bank Transfer,8.59
ORD_20140,CUST_1758,2024-05-26 17:00:00,Delivered,QRIS,0.0
ORD_20141,CUST_2000,2023-09-12 22:00:00,Delivered,QRIS,4.21
ORD_20142,CUST_1605,2024-09-29 17:00:00,Completed,BNPL,6.93
ORD_20143,CUST_1309,2023-07-12 03:00:00,Shipped,E-Wallet (GoPay/OVO),3.5
ORD_20144,CUST_1738,2024-03-05 07:00:00,Completed,QRIS,0.0
ORD_20145,CUST_1053,2024-04-25 03:00:00,Completed,Credit Card,0.0
ORD_20146,CUST_2031,2024-05-14 04:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20147,CUST_1250,2024-10-05 15:00:00,Completed,BNPL,5.04
ORD_20148,CUST_1455,2024-05-08 09:00:00,Shipped,Credit Card,5.2
ORD_20149,CUST_1816,2024-01-17 19:00:00,Completed,Virtual Account Bank Transfer,8.3
ORD_20150,CUST_2098,2024-02-13 18:00:00,Completed,Credit Card,6.88
ORD_20151,CUST_1752,2023-11-24 21:00:00,Completed,E-Wallet (GoPay/OVO),7.98
ORD_20152,CUST_1716,2025-01-14 10:00:00,Completed,E-Wallet (GoPay/OVO),8.62
ORD_20153,CUST_1713,2024-05-04 00:00:00,Shipped,QRIS,7.54
ORD_20154,CUST_1623,2024-07-03 07:00:00,Shipped,QRIS,2.91
ORD_20155,CUST_1289,2023-11-29 04:00:00,Completed,Credit Card,3.05
ORD_20156,CUST_1376,2024-06-30 17:00:00,Cancelled,QRIS,0.0
ORD_20157,CUST_1764,2023-12-11 13:00:00,Shipped,Virtual Account Bank Transfer,0.0
ORD_20158,CUST_2032,2023-02-15 02:00:00,Shipped,BNPL,0.0
ORD_20159,CUST_1348,2024-04-02 14:00:00,Shipped,QRIS,0.0
ORD_20160,CUST_1976,2023-04-30 00:00:00,Cancelled,BNPL,6.25
ORD_20161,CUST_1778,2023-06-14 18:00:00,Completed,E-Wallet (GoPay/OVO),4.84
ORD_20162,CUST_1969,2024-02-03 02:00:00,Completed,Credit Card,4.04
ORD_20163,CUST_2035,2023-10-23 03:00:00,Completed,Credit Card,0.0
ORD_20164,CUST_1056,2023-11-17 11:00:00,Completed,Virtual Account Bank Transfer,6.73
ORD_20165,CUST_1855,2024-01-14 15:00:00,Delivered,E-Wallet (GoPay/OVO),7.04
ORD_20166,CUST_2117,2025-08-23 06:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20167,CUST_1574,2024-12-26 07:00:00,Cancelled,QRIS,4.52
ORD_20168,CUST_1345,2024-05-24 16:00:00,Completed,QRIS,4.17
ORD_20169,CUST_1223,2024-06-01 00:00:00,Shipped,Virtual Account Bank Transfer,4.7
ORD_20170,CUST_1665,2023-09-25 20:00:00,Completed,BNPL,2.85
ORD_20171,CUST_1668,2023-07-15 18:00:00,Completed,Virtual Account Bank Transfer,6.59
ORD_20172,CUST_1062,2024-05-22 04:00:00,Shipped,QRIS,6.72
ORD_20173,CUST_1603,2024-01-20 16:00:00,Returned,Virtual Account Bank Transfer,0.0
ORD_20174,CUST_1752,2024-01-04 09:00:00,Completed,E-Wallet (GoPay/OVO),7.68
ORD_20175,CUST_1020,2023-11-27 15:00:00,Delivered,BNPL,0.0
ORD_20176,CUST_1861,2024-07-12 11:00:00,Completed,Credit Card,0.0
ORD_20177,CUST_1688,2023-03-23 06:00:00,Shipped,Virtual Account Bank Transfer,8.92
ORD_20178,CUST_1116,2023-01-13 05:00:00,Completed,BNPL,0.0
ORD_20179,CUST_1210,2023-11-03 19:00:00,Shipped,QRIS,8.23
ORD_20180,CUST_1604,2023-05-19 19:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20181,CUST_1221,2023-07-03 13:00:00,Completed,QRIS,0.0
ORD_20182,CUST_1691,2023-10-19 04:00:00,Completed,Virtual Account Bank Transfer,5.65
ORD_20183,CUST_2078,2024-03-17 17:00:00,Returned,Credit Card,4.58
ORD_20184,CUST_1701,2024-02-27 05:00:00,Completed,Credit Card,6.99
ORD_20185,CUST_1827,2023-03-08 19:00:00,Completed,Virtual Account Bank Transfer,4.82
ORD_20186,CUST_1177,2024-08-30 22:00:00,Completed,Credit Card,7.68
ORD_20187,CUST_1702,2024-06-30 03:00:00,Completed,QRIS,0.0
ORD_20188,CUST_1552,2023-08-23 17:00:00,Completed,E-Wallet (GoPay/OVO),8.81
ORD_20189,CUST_1692,2024-02-04 06:00:00,Completed,BNPL,0.0
ORD_20190,CUST_2162,2024-07-24 22:00:00,Completed,Credit Card,3.35
ORD_20191,CUST_1639,2023-10-18 06:00:00,Completed,QRIS,2.56
ORD_20192,CUST_1035,2024-01-03 03:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20193,CUST_1229,2024-05-09 15:00:00,Delivered,Virtual Account Bank Transfer,0.0
ORD_20194,CUST_1989,2023-02-18 12:00:00,Shipped,Credit Card,0.0
ORD_20195,CUST_1075,2023-08-04 03:00:00,Completed,BNPL,3.71
ORD_20196,CUST_1805,2025-09-22 11:00:00,Shipped,BNPL,0.0
ORD_20197,CUST_1229,2024-07-16 10:00:00,Cancelled,Credit Card,0.0
ORD_20198,CUST_1615,2023-10-09 10:00:00,Delivered,E-Wallet (GoPay/OVO),6.45
ORD_20199,CUST_1165,2023-06-23 06:00:00,Returned,E-Wallet (GoPay/OVO),6.87
ORD_20200,CUST_2034,2023-09-29 00:00:00,Completed,Virtual Account Bank Transfer,4.41
ORD_20201,CUST_1466,2023-02-02 16:00:00,Completed,BNPL,8.71
ORD_20202,CUST_1657,2023-10-22 01:00:00,Completed,QRIS,0.0
ORD_20203,CUST_2030,2024-02-12 12:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20204,CUST_1468,2024-05-07 23:00:00,Delivered,QRIS,0.0
ORD_20205,CUST_1413,2023-06-07 23:00:00,Completed,QRIS,8.43
ORD_20206,CUST_1558,2023-11-21 12:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20207,CUST_1377,2024-05-12 23:00:00,Completed,Virtual Account Bank Transfer,5.64
ORD_20208,CUST_1703,2023-08-03 11:00:00,Cancelled,Credit Card,5.97
ORD_20209,CUST_1448,2023-06-17 01:00:00,Completed,QRIS,0.0
ORD_20210,CUST_1216,2023-12-12 22:00:00,Delivered,Credit Card,4.11
ORD_20211,CUST_1390,2023-09-21 08:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20212,CUST_1051,2023-11-17 05:00:00,Completed,QRIS,6.02
ORD_20213,CUST_1302,2023-06-08 11:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20214,CUST_1551,2023-09-09 03:00:00,Completed,E-Wallet (GoPay/OVO),5.91
ORD_20215,CUST_1184,2023-03-16 22:00:00,Completed,Virtual Account Bank Transfer,6.9
ORD_20216,CUST_1811,2024-06-04 02:00:00,Completed,QRIS,4.21
ORD_20217,CUST_2162,2024-04-23 17:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20218,CUST_1600,2024-03-23 19:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20219,CUST_1133,2023-04-16 01:00:00,Completed,BNPL,5.02
ORD_20220,CUST_1471,2023-08-16 03:00:00,Completed,Credit Card,3.49
ORD_20221,CUST_1024,2023-07-20 22:00:00,Delivered,E-Wallet (GoPay/OVO),4.15
ORD_20222,CUST_1706,2023-05-30 13:00:00,Delivered,BNPL,2.61
ORD_20223,CUST_2189,2024-03-23 21:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20224,CUST_1387,2023-08-20 09:00:00,Completed,E-Wallet (GoPay/OVO),7.72
ORD_20225,CUST_1026,2023-04-20 23:00:00,Completed,Credit Card,0.0
ORD_20226,CUST_1670,2023-03-01 06:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20227,CUST_1110,2023-12-10 08:00:00,Completed,QRIS,0.0
ORD_20228,CUST_1168,2024-01-06 08:00:00,Completed,Virtual Account Bank Transfer,7.85
ORD_20229,CUST_2191,2024-04-23 18:00:00,Completed,BNPL,0.0
ORD_20230,CUST_1784,2024-09-14 04:00:00,Delivered,E-Wallet (GoPay/OVO),2.73
ORD_20231,CUST_1214,2024-04-09 00:00:00,Delivered,Virtual Account Bank Transfer,2.53
ORD_20232,CUST_1505,2023-05-03 23:00:00,Completed,E-Wallet (GoPay/OVO),8.63
ORD_20233,CUST_1765,2023-10-20 01:00:00,Completed,Virtual Account Bank Transfer,7.63
ORD_20234,CUST_2017,2024-03-13 09:00:00,Returned,Virtual Account Bank Transfer,2.98
ORD_20235,CUST_1441,2023-10-29 21:00:00,Completed,QRIS,3.63
ORD_20236,CUST_1987,2023-06-19 22:00:00,Delivered,Credit Card,2.91
ORD_20237,CUST_1700,2023-07-24 01:00:00,Shipped,QRIS,8.84
ORD_20238,CUST_1757,2023-11-21 03:00:00,Completed,QRIS,6.63
ORD_20239,CUST_1976,2023-08-21 05:00:00,Shipped,E-Wallet (GoPay/OVO),8.93
ORD_20240,CUST_1769,2024-01-06 00:00:00,Completed,QRIS,0.0
ORD_20241,CUST_2162,2024-08-18 01:00:00,Shipped,BNPL,6.08
ORD_20242,CUST_2089,2023-02-13 04:00:00,Completed,BNPL,0.0
ORD_20243,CUST_1619,2024-03-06 01:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20244,CUST_1992,2024-05-05 16:00:00,Shipped,Virtual Account Bank Transfer,4.67
ORD_20245,CUST_1709,2024-01-20 16:00:00,Completed,Credit Card,5.81
ORD_20246,CUST_2156,2024-06-11 02:00:00,Completed,Virtual Account Bank Transfer,5.88
ORD_20247,CUST_1862,2023-05-09 17:00:00,Shipped,E-Wallet (GoPay/OVO),0.0
ORD_20248,CUST_1912,2024-07-22 20:00:00,Completed,QRIS,5.02
ORD_20249,CUST_1520,2024-12-11 04:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20250,CUST_2163,2023-05-18 19:00:00,Completed,E-Wallet (GoPay/OVO),7.17
ORD_20251,CUST_2178,2023-03-26 13:00:00,Completed,BNPL,5.42
ORD_20252,CUST_1708,2024-02-17 15:00:00,Completed,BNPL,6.42
ORD_20253,CUST_2177,2024-04-02 06:00:00,Completed,E-Wallet (GoPay/OVO),8.73
ORD_20254,CUST_1681,2024-05-05 14:00:00,Completed,Credit Card,0.0
ORD_20255,CUST_1668,2023-04-28 08:00:00,Completed,Virtual Account Bank Transfer,4.71
ORD_20256,CUST_1297,2023-12-13 05:00:00,Completed,Credit Card,4.23
ORD_20257,CUST_1330,2024-02-08 02:00:00,Delivered,QRIS,0.0
ORD_20258,CUST_1913,2023-01-17 01:00:00,Completed,QRIS,5.6
ORD_20259,CUST_1239,2024-01-11 16:00:00,Delivered,E-Wallet (GoPay/OVO),2.52
ORD_20260,CUST_1253,2023-11-09 07:00:00,Completed,Credit Card,0.0
ORD_20261,CUST_1228,2024-01-30 18:00:00,Completed,Virtual Account Bank Transfer,2.95
ORD_20262,CUST_1291,2023-06-22 13:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20263,CUST_1684,2024-04-13 14:00:00,Shipped,QRIS,3.62
ORD_20264,CUST_1852,2024-09-04 10:00:00,Completed,BNPL,6.72
ORD_20265,CUST_1816,2024-03-30 05:00:00,Completed,Virtual Account Bank Transfer,3.53
ORD_20266,CUST_1881,2023-07-15 20:00:00,Completed,Credit Card,4.49
ORD_20267,CUST_1142,2024-05-17 19:00:00,Completed,BNPL,0.0
ORD_20268,CUST_1958,2024-10-07 15:00:00,Shipped,Virtual Account Bank Transfer,0.0
ORD_20269,CUST_1264,2023-12-06 11:00:00,Delivered,Credit Card,5.19
ORD_20270,CUST_1063,2023-08-06 16:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20271,CUST_1850,2023-10-04 22:00:00,Delivered,QRIS,0.0
ORD_20272,CUST_1746,2024-02-27 05:00:00,Completed,BNPL,4.4
ORD_20273,CUST_1735,2023-06-29 19:00:00,Shipped,E-Wallet (GoPay/OVO),0.0
ORD_20274,CUST_1662,2023-11-20 07:00:00,Completed,Credit Card,0.0
ORD_20275,CUST_2157,2023-04-04 07:00:00,Completed,QRIS,0.0
ORD_20276,CUST_1705,2024-01-30 05:00:00,Completed,E-Wallet (GoPay/OVO),5.13
ORD_20277,CUST_1579,2024-03-26 06:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20278,CUST_1971,2023-07-25 06:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20279,CUST_1111,2023-05-14 11:00:00,Completed,Credit Card,0.0
ORD_20280,CUST_1122,2023-11-01 01:00:00,Completed,Credit Card,0.0
ORD_20281,CUST_1013,2024-04-28 18:00:00,Delivered,QRIS,0.0
ORD_20282,CUST_2075,2024-03-01 07:00:00,Completed,QRIS,0.0
ORD_20283,CUST_1196,2024-01-22 03:00:00,Completed,Credit Card,4.19
ORD_20284,CUST_1364,2024-03-25 17:00:00,Returned,QRIS,0.0
ORD_20285,CUST_1537,2023-11-10 10:00:00,Completed,Credit Card,0.0
ORD_20286,CUST_1628,2024-03-23 13:00:00,Completed,BNPL,8.21
ORD_20287,CUST_1617,2024-02-29 22:00:00,Completed,E-Wallet (GoPay/OVO),8.27
ORD_20288,CUST_1014,2024-06-02 15:00:00,Completed,BNPL,0.0
ORD_20289,CUST_2176,2023-10-08 14:00:00,Completed,Virtual Account Bank Transfer,3.51
ORD_20290,CUST_1497,2023-09-18 22:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20291,CUST_1093,2023-07-20 00:00:00,Completed,QRIS,4.68
ORD_20292,CUST_1719,2024-05-07 01:00:00,Completed,Virtual Account Bank Transfer,0.0
ORD_20293,CUST_1187,2024-02-09 09:00:00,Completed,QRIS,0.0
ORD_20294,CUST_2052,2023-03-20 11:00:00,Completed,BNPL,0.0
ORD_20295,CUST_1743,2024-02-07 07:00:00,Completed,QRIS,8.98
ORD_20296,CUST_2055,2023-06-30 08:00:00,Completed,BNPL,5.2
ORD_20297,CUST_1631,2023-12-31 10:00:00,Completed,QRIS,8.4
ORD_20298,CUST_1393,2023-12-02 22:00:00,Delivered,QRIS,0.0
ORD_20299,CUST_1442,2024-03-31 00:00:00,Completed,E-Wallet (GoPay/OVO),0.0
ORD_20300,CUST_1875,2023-07-10 17:00:00,Completed,E-Wallet (GoPay/OVO),3.55
ORD_20301,CUST_1747,2024-02-27 08:00:00,Returned,Virtual Account Bank Transfer,7.53
ORD_20302,CUST_1789,2024-08-07 19:00:00,Completed,BNPL,6.57
ORD_20303,CUST_1981,2024-06-17 19:00:00,Completed,BNPL,0.0
ORD_20304,CUST_1118,2023-12-12 14:00:00,Shipped,QRIS,5.5
ORD_20305,CUST_1585,2024-03-05 01:00:00,Completed,Virtual Account Bank Transfer,5.75
ORD_20306,CUST_2097,2024-07-25 20:00:00,Delivered,BNPL,4.21
ORD_20307,CUST_1013,2024-09-21 18:00:00,Completed,E-Wallet (GoPay/OVO),3.13
ORD_20308,CUST_2180,2024-04-14 17:00:00,Completed,QRIS,4.02
ORD_20309,CUST_2005,2023-08-10 03:00:00,Completed,Credit Card,6.35
ORD_20310,CUST_2113,2023-07-07 07:00:00,Completed,BNPL,5.78
ORD_20311,CUST_1871,2024-08-21 03:00:00,Completed,E-Wallet (GoPay/OVO),8.56
